"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet"
"6744","NN0109.2","P-35","Maize Oil","Crop Product",30,"g/kg",3.26086956521739
"6745","NN0109.2","P-40","Blood Ground","Animal",100,"g/kg",10.8695652173913
"6746","NN0109.2","P-40","Cocoa Pods Husk Boiled Dried Ground","Crop Byproduct",300,"g/kg",32.6086956521739
"6747","NN0109.2","P-40","Shrimp Heads Ground","Animal",350,"g/kg",38.0434782608696
"6748","NN0109.2","P-40","Feather Ground","Animal",150,"g/kg",16.304347826087
"6749","NN0109.2","P-40","Maize Oil","Crop Product",20,"g/kg",2.17391304347826
"6750","NN0110.2","Diet 1","Cod Liver Oil","Animal",20,"g/kg",2.56410256410256
"6751","NN0110.2","Diet 1","Menhaden Ground","Animal",400,"g/kg",51.2820512820513
"6752","NN0110.2","Diet 1","Maize Ground","Crop Product",340,"g/kg",43.5897435897436
"6753","NN0110.2","Diet 1","Maize Oil","Crop Product",20,"g/kg",2.56410256410256
"6754","NN0110.2","Diet 2","Cod Liver Oil","Animal",12.5,"g/kg",1.6025641025641
"6755","NN0110.2","Diet 2","Maize Ground","Crop Product",185,"g/kg",23.7179487179487
"6756","NN0110.2","Diet 2","Winged Bean Autoclaved Ground","Crop Product",490,"g/kg",62.8205128205128
"6757","NN0110.2","Diet 2","Maize Oil","Crop Product",12.5,"g/kg",1.6025641025641
"6758","NN0110.2","Diet 2","Menhaden Ground","Animal",80,"g/kg",10.2564102564103
"6759","NN0110.2","Diet 3","Maize Ground","Crop Product",190,"g/kg",24.3589743589744
"6760","NN0110.2","Diet 3","Menhaden Ground","Animal",80,"g/kg",10.2564102564103
"6761","NN0110.2","Diet 3","Winged Bean Ground Roasted","Crop Product",510,"g/kg",65.3846153846154
"6762","NN0110.2","Diet 4","Menhaden Ground","Animal",80,"g/kg",10.2564102564103
"6763","NN0110.2","Diet 4","Cod Liver Oil","Animal",12.5,"g/kg",1.6025641025641
"6764","NN0110.2","Diet 4","Maize Ground","Crop Product",185,"g/kg",23.7179487179487
"6765","NN0110.2","Diet 4","Methionine","Non-ERA Feed",5,"g/kg",0.641025641025641
"6766","NN0110.2","Diet 4","Winged Bean Autoclaved Ground","Crop Product",485,"g/kg",62.1794871794872
"6767","NN0110.2","Diet 4","Maize Oil","Crop Product",12.5,"g/kg",1.6025641025641
"6768","NN0110.2","Diet 5","Maize Ground","Crop Product",190,"g/kg",24.3589743589744
"6769","NN0110.2","Diet 5","Menhaden Ground","Animal",80,"g/kg",10.2564102564103
"6770","NN0110.2","Diet 5","Methionine","Non-ERA Feed",5,"g/kg",0.641025641025641
"6771","NN0110.2","Diet 5","Winged Bean Ground Roasted","Crop Product",505,"g/kg",64.7435897435898
"6772","NN0113","T1","Maize","Crop Product",30,"%",100
"6773","NN0113","T2","Coffee Pulp","Crop Byproduct",10,"%",33.3333333333333
"6774","NN0113","T2","Maize","Crop Product",20,"%",66.6666666666667
"6775","NN0113","T3","Maize","Crop Product",10,"%",16.6666666666667
"6776","NN0113","T3","Maize","Crop Product",10,"%",16.6666666666667
"6777","NN0113","T3","Coffee Pulp","Crop Byproduct",20,"%",33.3333333333333
"6778","NN0113","T3","Coffee Pulp","Crop Byproduct",20,"%",33.3333333333333
"6779","NN0114","CTR","Fish Ground","Animal",0.0312144457142857,"g",27.24
"6780","NN0114","CTR","Maize Ground","Crop Product",0.0128914285714286,"g",11.25
"6781","NN0114","CTR","Soybean Ground","Crop Product",0.0535252114285713,"g",46.71
"6782","NN0114","CTR","Fish Oil","Animal",0.00583265523809523,"g",5.09
"6783","NN0114","CTR","Starch","Other Feed",0.00545450666666666,"g",4.76
"6784","NN0114","CTR","Minerals and Vitamins Mix","Non-ERA Feed",0.0057295238095238,"g",5
"6785","NN0114","RSF15","Maize Ground","Crop Product",0.015,"g",11.25
"6786","NN0114","RSF15","Minerals and Vitamins Mix","Non-ERA Feed",0.00666666666666665,"g",5
"6787","NN0114","RSF15","Fish Ground","Animal",0.0363199999999999,"g",27.24
"6788","NN0114","RSF15","Starch","Other Feed",0.00562666666666665,"g",4.22
"6789","NN0114","RSF15","Sunflower Ground","Crop Product",0.00997333333333331,"g",7.48
"6790","NN0114","RSF15","Soybean Ground","Crop Product",0.0529466666666665,"g",39.71
"6791","NN0114","RSF15","Fish Oil","Animal",0.00678666666666665,"g",5.09
"6792","NN0114","RSF30","Fish Ground","Animal",0.0313467542857142,"g",27.24
"6793","NN0114","RSF30","Maize Ground","Crop Product",0.0129460714285714,"g",11.25
"6794","NN0114","RSF30","Soybean Ground","Crop Product",0.0376299142857141,"g",32.7
"6795","NN0114","RSF30","Fish Oil","Animal",0.00585737809523807,"g",5.09
"6796","NN0114","RSF30","Minerals and Vitamins Mix","Non-ERA Feed",0.0057538095238095,"g",5
"6797","NN0114","RSF30","Sunflower Ground","Crop Product",0.017215398095238,"g",14.96
"6798","NN0114","RSF30","Starch","Other Feed",0.00432686476190474,"g",3.76
"6799","NN0114","RSF45","Minerals and Vitamins Mix","Non-ERA Feed",0.0038152380952381,"g",5
"6800","NN0114","RSF45","Fish Oil","Animal",0.00388391238095238,"g",5.09
"6801","NN0114","RSF45","Soybean Ground","Crop Product",0.0196103238095238,"g",25.7
"6802","NN0114","RSF45","Starch","Other Feed",0.00250279619047619,"g",3.28
"6803","NN0114","RSF45","Maize Ground","Crop Product",0.00858428571428571,"g",11.25
"6804","NN0114","RSF45","Fish Ground","Animal",0.0207854171428571,"g",27.24
"6805","NN0114","RSF45","Sunflower Ground","Crop Product",0.0171227885714286,"g",22.44
"6806","NN0114","RSM15","Starch","Other Feed",0.00573634952380952,"g",4.63
"6807","NN0114","RSM15","Maize Ground","Crop Product",0.0139382142857143,"g",11.25
"6808","NN0114","RSM15","Fish Ground","Animal",0.0337490628571428,"g",27.24
"6809","NN0114","RSM15","Fish Oil","Animal",0.00630626761904761,"g",5.09
"6810","NN0114","RSM15","Minerals and Vitamins Mix","Non-ERA Feed",0.0061947619047619,"g",5
"6811","NN0114","RSM15","Sesame Seed Ground","Crop Product",0.00877178285714285,"g",7.08
"6812","NN0114","RSM15","Soybean Ground","Crop Product",0.049198799047619,"g",39.71
"6813","NN0114","RSM30","Fish Ground","Animal",0.0313389714285714,"g",27.24
"6814","NN0114","RSM30","Sesame Seed Ground","Crop Product",0.0162907428571429,"g",14.16
"6815","NN0114","RSM30","Soybean Ground","Crop Product",0.0376205714285714,"g",32.7
"6816","NN0114","RSM30","Starch","Other Feed",0.00490102857142857,"g",4.26
"6817","NN0114","RSM30","Maize Ground","Crop Product",0.0129428571428571,"g",11.25
"6818","NN0114","RSM30","Minerals and Vitamins Mix","Non-ERA Feed",0.00575238095238095,"g",5
"6819","NN0114","RSM30","Fish Oil","Animal",0.00585592380952381,"g",5.09
"6820","NN0114","RSM45","Maize Ground","Crop Product",0.0107592857142857,"g",11.25
"6821","NN0114","RSM45","Fish Ground","Animal",0.0260518171428571,"g",27.24
"6822","NN0114","RSM45","Fish Oil","Animal",0.00486797904761905,"g",5.09
"6823","NN0114","RSM45","Starch","Other Feed",0.00398810857142857,"g",4.17
"6824","NN0114","RSM45","Minerals and Vitamins Mix","Non-ERA Feed",0.00478190476190476,"g",5
"6825","NN0114","RSM45","Sesame Seed Ground","Crop Product",0.0203230952380952,"g",21.25
"6826","NN0114","RSM45","Soybean Ground","Crop Product",0.0245789904761905,"g",25.7
"6827","NN0115","FM","Soybean Oil","Crop Product",0.030654,"g",6
"6828","NN0115","FM","Cassava Starch","Crop Product",0.107289,"g",21
"6829","NN0115","FM","Cod Liver Oil","Animal",0.005109,"g",1
"6830","NN0115","FM","Fish Ground","Animal",0.296322,"g",58
"6831","NN0115","SF25","Cassava Starch","Crop Product",0.07306132,"g",14.6
"6832","NN0115","SF25","Soybean Oil","Crop Product",0.025021,"g",5
"6833","NN0115","SF25","Cod Liver Oil","Animal",0.0125105,"g",2.5
"6834","NN0115","SF25","Fish Ground","Animal",0.2176827,"g",43.5
"6835","NN0115","SF25","Soybean Ground","Crop Product",0.10208568,"g",20.4
"6836","NN0115","SF50","Soybean Ground","Crop Product",0.2057748,"g",40.8
"6837","NN0115","SF50","Cassava Starch","Crop Product",0.03883495,"g",7.7
"6838","NN0115","SF50","Cod Liver Oil","Animal",0.01765225,"g",3.5
"6839","NN0115","SF50","Fish Ground","Animal",0.1462615,"g",29
"6840","NN0115","SF50","Soybean Oil","Crop Product",0.0252175,"g",5
"6841","NN0115","SF75","Fish Ground","Animal",0.0763599,"g",14.5
"6842","NN0115","SF75","Soybean Ground","Crop Product",0.32229144,"g",61.2
"6843","NN0115","SF75","Soybean Oil","Crop Product",0.0236979,"g",4.5
"6844","NN0115","SF75","Cassava Starch","Crop Product",0.00684606,"g",1.3
"6845","NN0115","SF75","Cod Liver Oil","Animal",0.0236979,"g",4.5
"6846","NN0115","SF75 + M","Cassava Starch","Crop Product",0.0040872,"g",0.8
"6847","NN0115","SF75 + M","Cod Liver Oil","Animal",0.0229905,"g",4.5
"6848","NN0115","SF75 + M","Fish Ground","Animal",0.0740805,"g",14.5
"6849","NN0115","SF75 + M","Methionine","Non-ERA Feed",0.0025545,"g",0.5
"6850","NN0115","SF75 + M","Soybean Oil","Crop Product",0.0229905,"g",4.5
"6851","NN0115","SF75 + M","Soybean Ground","Crop Product",0.3126708,"g",61.2
"6852","NN0118","0% Duckweed","Brown Fish Ground","Animal",0.32718,"g",28.7
"6853","NN0118","0% Duckweed","Soybean","Crop Product",0.44118,"g",38.7
"6854","NN0118","0% Duckweed","Maize","Crop Product",0.47994,"g",42.1
"6855","NN0118","0% Duckweed","Rice Bran","Crop Byproduct",0.05814,"g",5.1
"6856","NN0118","10% Duckweed","Brown Fish Ground","Animal",0.3096,"g",25.8
"6857","NN0118","10% Duckweed","Rice Bran","Crop Byproduct",0.06,"g",5
"6858","NN0118","10% Duckweed","Lemna Dried","Herbaceous Fodders",0.1536,"g",12.8
"6859","NN0118","10% Duckweed","Maize","Crop Product",0.3864,"g",32.2
"6860","NN0118","10% Duckweed","Soybean","Crop Product",0.1644,"g",13.7
"6861","NN0118","100% Duckweed","Maize","Crop Product",0.1296,"g",21.6
"6862","NN0118","100% Duckweed","Lemna Dried","Herbaceous Fodders",0.2934,"g",48.9
"6863","NN0118","100% Duckweed","Soybean","Crop Product",0.0822,"g",13.7
"6864","NN0118","100% Duckweed","Rice Bran","Crop Byproduct",0.03,"g",5
"6865","NN0118","20% Duckweed","Soybean","Crop Product",0.1507,"g",13.7
"6866","NN0118","20% Duckweed","Rice Bran","Crop Byproduct",0.055,"g",5
"6867","NN0118","20% Duckweed","Brown Fish Ground","Animal",0.2519,"g",22.9
"6868","NN0118","20% Duckweed","Lemna Dried","Herbaceous Fodders",0.2893,"g",26.3
"6869","NN0118","20% Duckweed","Maize","Crop Product",0.2376,"g",21.6
"6870","NN0118","30% Duckweed","Maize","Crop Product",0.125,"g",12.5
"6871","NN0118","30% Duckweed","Rice Bran","Crop Byproduct",0.05,"g",5
"6872","NN0118","30% Duckweed","Soybean","Crop Product",0.137,"g",13.7
"6873","NN0118","30% Duckweed","Brown Fish Ground","Animal",0.209,"g",20.9
"6874","NN0118","30% Duckweed","Lemna Dried","Herbaceous Fodders",0.382,"g",38.2
"6875","NN0118","5% Duckweed","Maize","Crop Product",0.45,"g",37.5
"6876","NN0118","5% Duckweed","Rice Bran","Crop Byproduct",0.06,"g",5
"6877","NN0118","5% Duckweed","Brown Fish Ground","Animal",0.3276,"g",27.3
"6878","NN0118","5% Duckweed","Lemna Dried","Herbaceous Fodders",0.07224,"g",6.02
"6879","NN0118","5% Duckweed","Soybean","Crop Product",0.2244,"g",18.7
"6880","NN0119.1","1","Bone Ground","Other Feed",2.018,"g",2
"6881","NN0119.1","1","Brewers Grain","Crop Byproduct",10.09,"g",10
"6882","NN0119.1","1","Amaranthus cruentus Leaves Ground","Herbaceous Fodders",NA,NA,NA
"6883","NN0119.1","1","Maize","Crop Product",48.432,"g",48
"6884","NN0119.1","1","Methionine","Non-ERA Feed",0.1009,"g",0.1
"6885","NN0119.1","1","Oyster Shells","Non-ERA Feed",7.063,"g",7
"6886","NN0119.1","1","Palm Oil","Crop Product",NA,NA,NA
"6887","NN0119.1","1","Salt","Non-ERA Feed",0.2018,"g",0.2
"6888","NN0119.1","1","Soybean Ground","Crop Product",14.126,"g",14
"6889","NN0119.1","1","Vitamin Mix","Non-ERA Feed",0.5045,"g",0.5
"6890","NN0119.1","1","Wheat Offal","Crop Byproduct",16.144,"g",16
"6891","NN0119.1","1","Lysine","Non-ERA Feed",0.2018,"g",0.2
"6892","NN0119.1","1","Fish Ground","Animal",2.018,"g",2
"6893","NN0119.1","2","Bone Ground","Other Feed",2.024,"g",2
"6894","NN0119.1","2","Methionine","Non-ERA Feed",0.1012,"g",0.1
"6895","NN0119.1","2","Amaranthus cruentus Leaves Ground","Herbaceous Fodders",10.12,"g",10
"6896","NN0119.1","2","Maize","Crop Product",48.07,"g",47.5
"6897","NN0119.1","2","Soybean Ground","Crop Product",10.12,"g",10
"6898","NN0119.1","2","Oyster Shells","Non-ERA Feed",7.084,"g",7
"6899","NN0119.1","2","Palm Oil","Crop Product",0.506,"g",0.5
"6900","NN0119.1","2","Salt","Non-ERA Feed",0.2024,"g",0.2
"6901","NN0119.1","2","Fish Ground","Animal",2.024,"g",2
"6902","NN0119.1","2","Vitamin Mix","Non-ERA Feed",0.506,"g",0.5
"6903","NN0119.1","2","Wheat Offal","Crop Byproduct",9.108,"g",9
"6904","NN0119.1","2","Brewers Grain","Crop Byproduct",11.132,"g",11
"6905","NN0119.1","2","Lysine","Non-ERA Feed",0.2024,"g",0.2
"6906","NN0119.1","3","Maize","Crop Product",48.07,"g",47.5
"6907","NN0119.1","3","Fish Ground","Animal",2.024,"g",2
"6908","NN0119.1","3","Amaranthus cruentus Leaves Ground","Herbaceous Fodders",15.18,"g",15
"6909","NN0119.1","3","Bone Ground","Other Feed",2.024,"g",2
"6910","NN0119.1","3","Brewers Grain","Crop Byproduct",13.156,"g",13
"6911","NN0119.1","3","Salt","Non-ERA Feed",0.2024,"g",0.2
"6912","NN0119.1","3","Soybean Ground","Crop Product",8.096,"g",8
"6913","NN0119.1","3","Vitamin Mix","Non-ERA Feed",0.506,"g",0.5
"6914","NN0119.1","3","Wheat Offal","Crop Byproduct",4.048,"g",4
"6915","NN0119.1","3","Palm Oil","Crop Product",0.506,"g",0.5
"6916","NN0119.1","3","Methionine","Non-ERA Feed",0.1012,"g",0.1
"6917","NN0119.1","3","Oyster Shells","Non-ERA Feed",7.084,"g",7
"6918","NN0119.1","3","Lysine","Non-ERA Feed",0.2024,"g",0.2
"6919","NN0119.1","4","Bone Ground","Other Feed",2.028,"g",2
"6920","NN0119.1","4","Maize","Crop Product",48.672,"g",48
"6921","NN0119.1","4","Brewers Grain","Crop Byproduct",10.14,"g",10
"6922","NN0119.1","4","Fish Ground","Animal",2.028,"g",2
"6923","NN0119.1","4","Amaranthus cruentus Leaves Ground","Herbaceous Fodders",NA,NA,NA
"6924","NN0119.1","4","Salt","Non-ERA Feed",0.2028,"g",0.2
"6925","NN0119.1","4","Soybean Ground","Crop Product",14.196,"g",14
"6926","NN0119.1","4","Vitamin Mix","Non-ERA Feed",0.507,"g",0.5
"6927","NN0119.1","4","Lysine","Non-ERA Feed",0.2028,"g",0.2
"6928","NN0119.1","4","Palm Oil","Crop Product",NA,NA,NA
"6929","NN0119.1","4","Methionine","Non-ERA Feed",0.1014,"g",0.1
"6930","NN0119.1","4","Wheat Offal","Crop Byproduct",16.224,"g",16
"6931","NN0119.1","4","Oyster Shells","Non-ERA Feed",7.098,"g",7
"6932","NN0137.1","DGCM 0.05","Giant Snail Boiled Dried Ground","Animal",1.4315,"g",0.05
"6933","NN0137.1","DGSM 0.1","Giant Snail Boiled Dried Ground","Animal",2.848,"g",0.1
"6934","NN0137.1","DGSM 0.15","Giant Snail Boiled Dried Ground","Animal",4.3005,"g",0.15
"6935","NN0137.1","DGSM 0.2","Giant Snail Boiled Dried Ground","Animal",5.688,"g",0.2
"6936","NN0137.2","DGSM 0","Bone Ground","Other Feed",108.8355,"g",2.65
"6937","NN0137.2","DGSM 0","Maize","Crop Product",2340.99,"g",57
"6938","NN0137.2","DGSM 0","Salt","Non-ERA Feed",12.321,"g",0.3
"6939","NN0137.2","DGSM 0","Sand","Non-ERA Feed",93.2289,"g",2.27
"6940","NN0137.2","DGSM 0","Soybean Ground","Crop Product",1548.339,"g",37.7
"6941","NN0137.2","DGSM 0","Methionine","Non-ERA Feed",4.107,"g",0.1
"6942","NN0137.2","DGSM 0","Vegetable Oil","Crop Byproduct",82.14,"g",2
"6943","NN0137.2","DGSM 2","Bone Ground","Other Feed",85.7,"g",2
"6944","NN0137.2","DGSM 2","Maize","Crop Product",2399.6,"g",56
"6945","NN0137.2","DGSM 2","Methionine","Non-ERA Feed",4.285,"g",0.1
"6946","NN0137.2","DGSM 2","Salt","Non-ERA Feed",12.855,"g",0.3
"6947","NN0137.2","DGSM 2","Sand","Non-ERA Feed",97.2695,"g",2.27
"6948","NN0137.2","DGSM 2","Soybean Ground","Crop Product",1585.45,"g",37
"6949","NN0137.2","DGSM 2","Vegetable Oil","Crop Byproduct",100.6975,"g",2.35
"6950","NN0137.2","DGSM 2","Giant Snail Boiled Dried Ground","Animal",85.7,"g",2
"6951","NN0137.2","DGSM 4","Bone Ground","Other Feed",78.84,"g",2
"6952","NN0137.2","DGSM 4","Giant Snail Boiled Dried Ground","Animal",157.68,"g",4
"6953","NN0137.2","DGSM 4","Methionine","Non-ERA Feed",3.942,"g",0.1
"6954","NN0137.2","DGSM 4","Salt","Non-ERA Feed",11.826,"g",0.3
"6955","NN0137.2","DGSM 4","Sand","Non-ERA Feed",50.0634,"g",1.27
"6956","NN0137.2","DGSM 4","Maize","Crop Product",2128.68,"g",54
"6957","NN0137.2","DGSM 4","Vegetable Oil","Crop Byproduct",115.8948,"g",2.94
"6958","NN0137.2","DGSM 4","Soybean Ground","Crop Product",1434.888,"g",36.4
"6959","NN0137.2","DGSM 6","Bone Ground","Other Feed",77.1,"g",2
"6960","NN0137.2","DGSM 6","Giant Snail Boiled Dried Ground","Animal",231.3,"g",6
"6961","NN0137.2","DGSM 6","Maize","Crop Product",2043.15,"g",53
"6962","NN0137.2","DGSM 6","Salt","Non-ERA Feed",11.565,"g",0.3
"6963","NN0137.2","DGSM 6","Sand","Non-ERA Feed",10.4085,"g",0.27
"6964","NN0137.2","DGSM 6","Methionine","Non-ERA Feed",3.855,"g",0.1
"6965","NN0137.2","DGSM 6","Vegetable Oil","Crop Byproduct",132.612,"g",3.44
"6966","NN0137.2","DGSM 6","Soybean Ground","Crop Product",1345.395,"g",34.9
"6967","NN0137.3","Control","Bone Ground","Other Feed",108.5,"g",2.5
"6968","NN0137.3","Control","Lime","Non-ERA Feed",22.568,"g",0.52
"6969","NN0137.3","Control","Soybean Ground","Crop Product",1670.9,"g",38.5
"6970","NN0137.3","Control","Maize","Crop Product",2408.7,"g",55.5
"6971","NN0137.3","Control","Salt","Non-ERA Feed",21.7,"g",0.5
"6972","NN0137.3","Control","Sand","Non-ERA Feed",5.642,"g",0.13
"6973","NN0137.3","Control","Minerals and Vitamins Mix","Non-ERA Feed",10.85,"g",0.25
"6974","NN0137.3","Control","Vegetable Oil","Crop Byproduct",86.8,"g",2
"6975","NN0137.3","Control","Methionine","Non-ERA Feed",4.34,"g",0.1
"6976","NN0137.3","DGSM 1.5 Finisher","Bone Ground","Other Feed",83.8,"g",2
"6977","NN0137.3","DGSM 1.5 Finisher","Vegetable Oil","Crop Byproduct",112.5015,"g",2.685
"6978","NN0137.3","DGSM 1.5 Finisher","Methionine","Non-ERA Feed",5.447,"g",0.13
"6979","NN0137.3","DGSM 1.5 Finisher","Minerals and Vitamins Mix","Non-ERA Feed",10.475,"g",0.25
"6980","NN0137.3","DGSM 1.5 Finisher","Giant Snail Boiled Dried Ground","Animal",62.85,"g",1.5
"6981","NN0137.3","DGSM 1.5 Finisher","Maize","Crop Product",2430.2,"g",58
"6982","NN0137.3","DGSM 1.5 Finisher","Soybean Ground","Crop Product",1382.7,"g",33
"6983","NN0137.3","DGSM 1.5 Finisher","Salt","Non-ERA Feed",14.665,"g",0.35
"6984","NN0137.3","DGSM 1.5 Finisher","Sand","Non-ERA Feed",87.3615,"g",2.085
"6985","NN0137.3","DGSM 1.5 Grower","Giant Snail Boiled Dried Ground","Animal",1.5,"%",1.49947518368571
"6986","NN0137.3","DGSM 1.5 Grower","Methionine","Non-ERA Feed",0.1,"%",0.099965012245714
"6987","NN0137.3","DGSM 1.5 Grower","Minerals and Vitamins Mix","Non-ERA Feed",0.25,"%",0.249912530614285
"6988","NN0137.3","DGSM 1.5 Grower","Salt","Non-ERA Feed",0.3,"%",0.299895036737142
"6989","NN0137.3","DGSM 1.5 Grower","Soybean Ground","Crop Product",38,"%",37.9867046533713
"6990","NN0137.3","DGSM 1.5 Grower","Vegetable Oil","Crop Byproduct",2.485,"%",2.48413055430599
"6991","NN0137.3","DGSM 1.5 Grower","Bone Ground","Other Feed",2,"%",1.99930024491428
"6992","NN0137.3","DGSM 1.5 Grower","Maize","Crop Product",55.4,"%",55.3806167841256
"6993","NN0137.4","DGSM 0","Bone Ground","Other Feed",41.85,"g",3
"6994","NN0137.4","DGSM 0","Methionine","Non-ERA Feed",1.395,"g",0.1
"6995","NN0137.4","DGSM 0","Salt","Non-ERA Feed",4.185,"g",0.3
"6996","NN0137.4","DGSM 0","Maize","Crop Product",802.125,"g",57.5
"6997","NN0137.4","DGSM 0","Vegetable Oil","Crop Byproduct",25.8075,"g",1.85
"6998","NN0137.4","DGSM 0","Minerals and Vitamins Mix","Non-ERA Feed",3.4875,"g",0.25
"6999","NN0137.4","DGSM 0","Soybean Ground","Crop Product",516.15,"g",37
"7000","NN0137.4","DGSM 2","Giant Snail Boiled Dried Ground","Animal",27.88,"g",2
"7001","NN0137.4","DGSM 2","Maize","Crop Product",786.216,"g",56.4
"7002","NN0137.4","DGSM 2","Minerals and Vitamins Mix","Non-ERA Feed",3.4153,"g",0.245
"7003","NN0137.4","DGSM 2","Salt","Non-ERA Feed",4.09836,"g",0.294
"7004","NN0137.4","DGSM 2","Soybean Ground","Crop Product",506.022,"g",36.3
"7005","NN0137.4","DGSM 2","Methionine","Non-ERA Feed",1.36612,"g",0.098
"7006","NN0137.4","DGSM 2","Bone Ground","Other Feed",40.9836,"g",2.94
"7007","NN0137.4","DGSM 2","Vegetable Oil","Crop Byproduct",25.27322,"g",1.813
"7008","NN0137.4","DGSM 4","Bone Ground","Other Feed",38.5632,"g",2.88
"7009","NN0137.4","DGSM 4","Maize","Crop Product",739.128,"g",55.2
"7010","NN0137.4","DGSM 4","Methionine","Non-ERA Feed",1.28544,"g",0.096
"7011","NN0137.4","DGSM 4","Giant Snail Boiled Dried Ground","Animal",53.56,"g",4
"7012","NN0137.4","DGSM 4","Soybean Ground","Crop Product",475.345,"g",35.5
"7013","NN0137.4","DGSM 4","Vegetable Oil","Crop Byproduct",23.78064,"g",1.776
"7014","NN0137.4","DGSM 4","Minerals and Vitamins Mix","Non-ERA Feed",3.2136,"g",0.24
"7015","NN0137.4","DGSM 4","Salt","Non-ERA Feed",3.85632,"g",0.288
"7016","NN0137.4","DGSM 6","Bone Ground","Other Feed",39.6492,"g",2.82
"7017","NN0137.4","DGSM 6","Giant Snail Boiled Dried Ground","Animal",84.36,"g",6
"7018","NN0137.4","DGSM 6","Minerals and Vitamins Mix","Non-ERA Feed",3.3041,"g",0.235
"7019","NN0137.4","DGSM 6","Salt","Non-ERA Feed",3.96492,"g",0.282
"7020","NN0137.4","DGSM 6","Maize","Crop Product",760.646,"g",54.1
"7021","NN0137.4","DGSM 6","Methionine","Non-ERA Feed",1.32164,"g",0.094
"7022","NN0137.4","DGSM 6","Soybean Ground","Crop Product",489.288,"g",34.8
"7023","NN0137.4","DGSM 6","Vegetable Oil","Crop Byproduct",24.45034,"g",1.739
"7024","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass",20
"7025","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass",20
"7026","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass",20
"7027","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass",20
"7028","NN0154","Lupins Supplimentation","White Lupin Grain","Crop Product",0.214285714285714,"% Body Mass",20
"7029","NN0156","Meal","Barley Ground","Crop Product",986.04,"g",41.5
"7030","NN0156","Meal","Wheat Ground","Crop Byproduct",986.04,"g",41.5
"7031","NN0156","Whole-grain","Wheat","Crop Product",908.85,"g",41.5
"7032","NN0156","Whole-grain","Barley","Crop Product",908.85,"g",41.5
"7033","NN0179","Diet 1","Wheat Bran","Crop Byproduct",270,"g",26.5512833120268
"7034","NN0179","Diet 2","Acacia Sieberiana Dried Ensiled Ground","Agroforestry Fodders",82.5,"g",7.59039470052443
"7035","NN0179","Diet 2","Wheat Bran","Crop Byproduct",202.5,"g",18.6309688103781
"7036","NN0179","Diet 3","Acacia Sieberiana Dried Ensiled Ground","Agroforestry Fodders",165,"g",14.1097998973833
"7037","NN0179","Diet 3","Wheat Bran","Crop Byproduct",135,"g",11.5443817342227
"7038","NN0179","Diet 4","Acacia Sieberiana Dried Ensiled Ground","Agroforestry Fodders",330,"g",26.6645119586296
"7039","NN0179","Diet 5","Acacia sieberiana Pods Dried Ground","Agroforestry Fodders",305.5,"g",25.1605995717345
"7040","NN0180.2","Control","Urea","Non-ERA Feed",0.9328125,"g",0.0625
"7041","NN0180.2","Control","Cotton Seed Cake","Crop Byproduct",9.328125,"g",0.625
"7042","NN0180.2","Control","Unspecified Molasses Ground","Crop Byproduct",18.65625,"g",1.25
"7043","NN0180.2","Control","Ammonium Sulphate","Non-ERA Feed",0.9328125,"g",0.0625
"7044","NN0180.2","Control","Minerals and Vitamins Mix","Non-ERA Feed",0.9328125,"g",0.0625
"7045","NN0180.2","Control","Grass Dried","Herbaceous Fodders",27.984375,"g",1.875
"7046","NN0180.2","Control","Lime","Non-ERA Feed",2.7984375,"g",0.1875
"7047","NN0180.2","Control","Maize Ground","Crop Product",101.6765625,"g",6.8125
"7048","NN0180.2","Control","Wheat Bran","Crop Byproduct",22.3875,"g",1.5
"7049","NN0180.2","DB","Beetroot Discards Dried","Crop Byproduct",24.024375,"g",1.875
"7050","NN0180.2","DB","Cotton Seed Cake","Crop Byproduct",22.42275,"g",1.75
"7051","NN0180.2","DB","Grass Dried","Herbaceous Fodders",12.813,"g",1
"7052","NN0180.2","DB","Maize Ground","Crop Product",65.666625,"g",5.125
"7053","NN0180.2","DB","Minerals and Vitamins Mix","Non-ERA Feed",1.1211375,"g",0.0875
"7054","NN0180.2","DB","Unspecified Molasses Ground","Crop Byproduct",16.01625,"g",1.25
"7055","NN0180.2","DB","Lime","Non-ERA Feed",1.601625,"g",0.125
"7056","NN0180.2","DB","Wheat Bran","Crop Byproduct",16.01625,"g",1.25
"7057","NN0180.2","DB","Urea","Non-ERA Feed",0.320325,"g",0.025
"7058","NN0180.2","DB","Ammonium Sulphate","Non-ERA Feed",0.960975,"g",0.075
"7059","NN0180.2","DB + PHS","Ammonium Sulphate","Non-ERA Feed",0.6476875,"g",0.0625
"7060","NN0180.2","DB + PHS","Beetroot Discards Dried","Crop Byproduct",11.658375,"g",1.125
"7061","NN0180.2","DB + PHS","Lime","Non-ERA Feed",1.6839875,"g",0.1625
"7062","NN0180.2","DB + PHS","Maize Ground","Crop Product",53.110375,"g",5.125
