"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet"
"2089","EM1068","RFM","Maize","Crop Product",2.3103,"g",3
"2090","EM1068","RIM","Maize Bran","Crop Byproduct",0.71848,"g",0.933333333333333
"2091","EM1068","RIM","Mucuna pruriens Protein Acid Treated Alkali Treated Dried Ground","Forage Plants",0.2566,"g",0.333333333333333
"2092","EM1068","RIM","Maize","Crop Product",2.87392,"g",3.73333333333333
"2093","EM1068","RTS","Maize Bran","Crop Byproduct",0.94356,"g",1.2
"2094","EM1068","RTS","Soybean","Crop Product",0.36694,"g",0.466666666666667
"2095","EM1068","RTS","Maize","Crop Product",2.621,"g",3.33333333333333
"2096","EM1069","Treatment T1","Palm Oil","Crop Product",0.33439,"g",0.175
"2097","EM1069","Treatment T1","Groundnut Cake","Crop Byproduct",2.14965,"g",1.125
"2098","EM1069","Treatment T1","Bone Ground","Animal Byproduct",0.277066,"g",0.145
"2099","EM1069","Treatment T1","Minerals and Vitamins Mix","Supplement",0.028662,"g",0.015
"2100","EM1069","Treatment T1","Lysine","Supplement",0.0353498,"g",0.0185
"2101","EM1069","Treatment T1","Lime","Supplement",0.076432,"g",0.04
"2102","EM1069","Treatment T1","Fish Ground","Animal",0.38216,"g",0.2
"2103","EM1069","Treatment T1","Salt","Other Ingredients",0.028662,"g",0.015
"2104","EM1069","Treatment T1","Methionine","Supplement",0.0229296,"g",0.012
"2105","EM1069","Treatment T1","Maize","Crop Product",4.7359178,"g",2.4785
"2106","EM1069","Treatment T1","Wheat Offal","Crop Byproduct",0.5503104,"g",0.288
"2107","EM1069","Treatment T1","Soybean Cake","Crop Byproduct",0.9554,"g",0.5
"2108","EM1070","Treatment T1","Fish Ground","Animal",0.18504,"g",0.3
"2109","EM1070","Treatment T1","Maize","Crop Product",2.89896,"g",4.7
"2110","EM1070","Treatment T1","Bone Ground","Animal Byproduct",0.111024,"g",0.18
"2111","EM1070","Treatment T1","Methionine","Supplement",0.018504,"g",0.03
"2112","EM1070","Treatment T1","Salt","Other Ingredients",0.01542,"g",0.025
"2113","EM1070","Treatment T1","Groundnut Cake","Crop Byproduct",0.900528,"g",1.46
"2114","EM1070","Treatment T1","Minerals and Vitamins Mix","Supplement",0.018504,"g",0.03
"2115","EM1070","Treatment T1","Wheat Offal","Crop Byproduct",0.9252,"g",1.5
"2116","EM1070","Treatment T1","Oyster Shells","Animal Byproduct",0.09252,"g",0.15
"2117","EM1070","Treatment T1","Soybean","Crop Product",0.98688,"g",1.6
"2118","EM1070","Treatment T1","Lysine","Supplement",0.01542,"g",0.025
"2119","EM1070","Treatment T2","Fluted Pumpkin Leaves Dried Ground","Crop Product",0.1697,"g",0.25
"2120","EM1070","Treatment T2","Lysine","Supplement",0.01697,"g",0.025
"2121","EM1070","Treatment T2","Moringa oleifera Leaves Extract Dried Ground","Forage Plants",0.1697,"g",0.25
"2122","EM1070","Treatment T2","Fish Ground","Animal",0.20364,"g",0.3
"2123","EM1070","Treatment T2","Groundnut Cake","Crop Byproduct",0.991048,"g",1.46
"2124","EM1070","Treatment T2","Methionine","Supplement",0.020364,"g",0.03
"2125","EM1070","Treatment T2","Wheat Offal","Crop Byproduct",1.0182,"g",1.5
"2126","EM1070","Treatment T2","Maize","Crop Product",3.19036,"g",4.7
"2127","EM1070","Treatment T2","Oyster Shells","Animal Byproduct",0.10182,"g",0.15
"2128","EM1070","Treatment T2","Bone Ground","Animal Byproduct",0.122184,"g",0.18
"2129","EM1070","Treatment T2","Minerals and Vitamins Mix","Supplement",0.020364,"g",0.03
"2130","EM1070","Treatment T2","Salt","Other Ingredients",0.01697,"g",0.025
"2131","EM1070","Treatment T2","Soybean","Crop Product",0.74668,"g",1.1
"2132","EM1070","Treatment T3","Methionine","Supplement",0.0189,"g",0.03
"2133","EM1070","Treatment T3","Wheat Offal","Crop Byproduct",0.945,"g",1.5
"2134","EM1070","Treatment T3","Soybean","Crop Product",0.378,"g",0.6
"2135","EM1070","Treatment T3","Lysine","Supplement",0.01575,"g",0.025
"2136","EM1070","Treatment T3","Maize","Crop Product",2.961,"g",4.7
"2137","EM1070","Treatment T3","Bone Ground","Animal Byproduct",0.1134,"g",0.18
"2138","EM1070","Treatment T3","Fish Ground","Animal",0.189,"g",0.3
"2139","EM1070","Treatment T3","Minerals and Vitamins Mix","Supplement",0.0189,"g",0.03
"2140","EM1070","Treatment T3","Groundnut Cake","Crop Byproduct",0.9198,"g",1.46
"2141","EM1070","Treatment T3","Fluted Pumpkin Leaves Dried Ground","Crop Product",0.315,"g",0.5
"2142","EM1070","Treatment T3","Oyster Shells","Animal Byproduct",0.0945,"g",0.15
"2143","EM1070","Treatment T3","Moringa oleifera Leaves Extract Dried Ground","Forage Plants",0.315,"g",0.5
"2144","EM1070","Treatment T3","Salt","Other Ingredients",0.01575,"g",0.025
"2145","EM1070","Treatment T4","Moringa oleifera Leaves Extract Dried Ground","Forage Plants",0.48765,"g",0.75
"2146","EM1070","Treatment T4","Minerals and Vitamins Mix","Supplement",0.019506,"g",0.03
"2147","EM1070","Treatment T4","Fluted Pumpkin Leaves Dried Ground","Crop Product",0.48765,"g",0.75
"2148","EM1070","Treatment T4","Wheat Offal","Crop Byproduct",0.9753,"g",1.5
"2149","EM1070","Treatment T4","Oyster Shells","Animal Byproduct",0.09753,"g",0.15
"2150","EM1070","Treatment T4","Fish Ground","Animal",0.19506,"g",0.3
"2151","EM1070","Treatment T4","Methionine","Supplement",0.019506,"g",0.03
"2152","EM1070","Treatment T4","Bone Ground","Animal Byproduct",0.117036,"g",0.18
"2153","EM1070","Treatment T4","Soybean","Crop Product",0.06502,"g",0.1
"2154","EM1070","Treatment T4","Maize","Crop Product",3.05594,"g",4.7
"2155","EM1070","Treatment T4","Groundnut Cake","Crop Byproduct",0.949292,"g",1.46
"2156","EM1070","Treatment T4","Lysine","Supplement",0.016255,"g",0.025
"2157","EM1070","Treatment T4","Salt","Other Ingredients",0.016255,"g",0.025
"2158","EM1072","Control CA","Maize Ground","Crop Product",33.462,"g",15
"2159","EM1072","Control CA","Cowpea Husk","Crop Byproduct",36.8082,"g",16.5
"2160","EM1072","Control CA","Wheat Offal","Crop Byproduct",55.77,"g",25
"2161","EM1072","GB","Wheat Offal","Crop Byproduct",56.2966,"g",23.5
"2162","EM1072","GB","Maize Ground","Crop Product",33.5384,"g",14
"2163","EM1072","GB","Cowpea Husk","Crop Byproduct",40.7252,"g",17
"2164","EM1072","GB","Garlic Oil","Crop Product",4.7912,"g",2
"2165","EM1072","GC","Cowpea Husk","Crop Byproduct",52.6085,"g",17.5
"2166","EM1072","GC","Wheat Offal","Crop Byproduct",70.6457,"g",23.5
"2167","EM1072","GC","Maize Ground","Crop Product",39.0806,"g",13
"2168","EM1072","GC","Garlic Oil","Crop Product",7.5155,"g",2.5
"2169","EM1072","GD","Maize Ground","Crop Product",39.0744,"g",12
"2170","EM1072","GD","Cowpea Husk","Crop Byproduct",58.6116,"g",18
"2171","EM1072","GD","Garlic Oil","Crop Product",9.7686,"g",3
"2172","EM1072","GD","Wheat Offal","Crop Byproduct",76.5207,"g",23.5
"2173","EM1072","GE","Wheat Offal","Crop Byproduct",60.7663,"g",23.5
"2174","EM1072","GE","Maize Ground","Crop Product",28.4438,"g",11
"2175","EM1072","GE","Garlic Oil","Crop Product",9.0503,"g",3.5
"2176","EM1072","GE","Cowpea Husk","Crop Byproduct",47.8373,"g",18.5
"2177","EM1073","GKA","Sorghum Straw Crushed Dried Fermented","Crop Byproduct",17.58768,"g",8.8
"2178","EM1073","GKA","Groundnut Hull Crushed Dried","Crop Byproduct",3.19776,"g",1.6
"2179","EM1073","GKB","Sorghum Straw Crushed Dried Fermented","Crop Byproduct",12.90456,"g",7.2
"2180","EM1073","GKB","Groundnut Hull Crushed Dried","Crop Byproduct",4.30152,"g",2.4
"2181","EM1073","GKB","Garcinia kola Seeds Dried Ground","Forage Plants",1.43384,"g",0.8
"2182","EM1073","GKC","Sorghum Straw Crushed Dried Fermented","Crop Byproduct",9.53624,"g",5.6
"2183","EM1073","GKC","Garcinia kola Seeds Dried Ground","Forage Plants",2.72464,"g",1.6
"2184","EM1073","GKC","Groundnut Hull Crushed Dried","Crop Byproduct",5.44928,"g",3.2
"2185","EM1073","GKD","Sorghum Straw Crushed Dried Fermented","Crop Byproduct",6.9196,"g",4
"2186","EM1073","GKD","Garcinia kola Seeds Dried Ground","Forage Plants",4.15176,"g",2.4
"2187","EM1073","GKD","Groundnut Hull Crushed Dried","Crop Byproduct",6.9196,"g",4
"2188","EM1074","RSM2","Unspecified Molasses","Crop Byproduct",16.145,"g",5
"2189","EM1074","RSM3","Unspecified Molasses","Crop Byproduct",34.45,"g",10
"2190","EM1075","Control","Salt","Other Ingredients",5,"g/kg",0.5
"2191","EM1075","Control","Soybean Ground","Crop Product",20,"g/kg",2
"2192","EM1075","Control","Bicarbonate of Soda","Other Ingredients",0.5,"g/kg",0.05
"2193","EM1075","Control","Vitamin AD3E","Supplement",0.5,"g/kg",0.05
"2194","EM1075","Control","Cotton Seed Ground","Crop Byproduct",115,"g/kg",11.5
"2195","EM1075","Control","Wheat Bran","Crop Byproduct",100,"g/kg",10
"2196","EM1075","Control","Trifolium alexandrinum","Forage Plants",500,"g/kg",50
"2197","EM1075","Control","Maize","Crop Product",177.5,"g/kg",17.75
"2198","EM1075","Control","Mineral Mix","Supplement",1.5,"g/kg",0.15
"2199","EM1075","Control","Olive Cake Dried","Crop Byproduct",75,"g/kg",7.5
"2200","EM1075","Control","Dicalcium Phosphate","Supplement",5,"g/kg",0.5
"2201","EM1075","MSO","Moringa oleifera Seed Oil","Forage Plants",10,"g/kg",1
"2202","EM1075","MSO","Bicarbonate of Soda","Other Ingredients",0.495,"g/kg",0.0495
"2203","EM1075","MSO","Olive Cake Dried","Crop Byproduct",74.25,"g/kg",7.425
"2204","EM1075","MSO","Mineral Mix","Supplement",1.485,"g/kg",0.1485
"2205","EM1075","MSO","Cotton Seed Ground","Crop Byproduct",113.85,"g/kg",11.385
"2206","EM1075","MSO","Dicalcium Phosphate","Supplement",4.95,"g/kg",0.495
"2207","EM1075","MSO","Trifolium alexandrinum","Forage Plants",495,"g/kg",49.5
"2208","EM1075","MSO","Soybean Full Fat Ground","Crop Product",19.8,"g/kg",1.98
"2209","EM1075","MSO","Maize","Crop Product",175.725,"g/kg",17.5725
"2210","EM1075","MSO","Wheat Bran","Crop Byproduct",99,"g/kg",9.9
"2211","EM1075","MSO","Vitamin AD3E","Supplement",0.495,"g/kg",0.0495
"2212","EM1075","MSO","Salt","Other Ingredients",4.95,"g/kg",0.495
"2213","EM1076","CFM T1","Wheat Bran","Crop Byproduct",66.9665,"g",5
"2214","EM1076","CFM T1","Cotton Seed Ground","Crop Byproduct",45.53722,"g",3.4
"2215","EM1076","CFM T1","Maize","Crop Product",104.46774,"g",7.8
"2216","EM1076","CFM T2","Maize","Crop Product",92.9502,"g",7
"2217","EM1076","CFM T2","Wheat Bran","Crop Byproduct",61.08156,"g",4.6
"2218","EM1076","CFM T2","Mango Seed Kernel Dried Ground","Crop Byproduct",13.2786,"g",1
"2219","EM1076","CFM T2","Cotton Seed Ground","Crop Byproduct",47.80296,"g",3.6
"2220","EM1076","CFM T3","Maize","Crop Product",87.99714,"g",6.6
"2221","EM1076","CFM T3","Cotton Seed Ground","Crop Byproduct",50.66502,"g",3.8
"2222","EM1076","CFM T3","Wheat Bran","Crop Byproduct",50.66502,"g",3.8
"2223","EM1076","CFM T3","Mango Seed Kernel Dried Ground","Crop Byproduct",26.6658,"g",2
"2224","EM1076","CFM T4","Wheat Bran","Crop Byproduct",47.502,"g",3.6
"2225","EM1076","CFM T4","Cotton Seed Ground","Crop Byproduct",50.141,"g",3.8
"2226","EM1076","CFM T4","Maize","Crop Product",63.336,"g",4.8
"2227","EM1076","CFM T4","Mango Seed Kernel Dried Ground","Crop Byproduct",52.78,"g",4
"2228","EM1077","Ration1","Trifolium alexandrinum Dried","Forage Plants",818.75,"g",59.7627737226277
"2229","EM1077","Ration1","Cotton Seed Cake Decorticated","Crop Byproduct",239.75,"g",17.5
"2230","EM1077","Ration1","Maize Grain","Crop Product",171.25,"g",12.5
"2231","EM1077","Ration1","Lime","Supplement",13.7,"g",1
"2232","EM1077","Ration1","Unspecified Molasses","Crop Byproduct",34.25,"g",2.5
"2233","EM1077","Ration1","Salt","Other Ingredients",10.275,"g",0.75
"2234","EM1077","Ration1","Minerals and Vitamins Mix","Supplement",10.275,"g",0.75
"2235","EM1077","Ration1","Wheat Bran","Crop Byproduct",205.5,"g",15
"2236","EM1077","Ration2","Trifolium alexandrinum Dried","Forage Plants",830,"g",59.7122302158273
"2237","EM1077","Ration2","Minerals and Vitamins Mix","Supplement",7.81875,"g",0.5625
"2238","EM1077","Ration2","Unspecified Molasses","Crop Byproduct",26.0625,"g",1.875
"2239","EM1077","Ration2","Citrus Pulp Alkali Treated Dried Fermented","Crop Byproduct",180,"g",12.9496402877698
"2240","EM1077","Ration2","Maize Grain","Crop Product",130.3125,"g",9.375
"2241","EM1077","Ration2","Lime","Supplement",10.425,"g",0.75
"2242","EM1077","Ration2","Salt","Other Ingredients",7.81875,"g",0.5625
"2243","EM1077","Ration2","Cotton Seed Cake Decorticated","Crop Byproduct",182.4375,"g",13.125
"2244","EM1077","Ration2","Wheat Bran","Crop Byproduct",156.375,"g",11.25
"2245","EM1077","Ration3","Trifolium alexandrinum Dried","Forage Plants",848,"g",61.4492753623188
"2246","EM1077","Ration3","Maize Grain","Crop Product",86.25,"g",6.25
"2247","EM1077","Ration3","Wheat Bran","Crop Byproduct",103.5,"g",7.5
"2248","EM1077","Ration3","Salt","Other Ingredients",5.175,"g",0.375
"2249","EM1077","Ration3","Citrus Pulp Alkali Treated Dried Fermented","Crop Byproduct",365,"g",26.4492753623188
"2250","EM1077","Ration3","Unspecified Molasses","Crop Byproduct",17.25,"g",1.25
"2251","EM1077","Ration3","Lime","Supplement",6.9,"g",0.5
"2252","EM1077","Ration3","Cotton Seed Cake Decorticated","Crop Byproduct",120.75,"g",8.75
"2253","EM1077","Ration3","Minerals and Vitamins Mix","Supplement",5.175,"g",0.375
"2254","EM1078","Group T4","Wheat Bran","Crop Byproduct",200,"g",100
"2255","EM1079","T1","Salt","Other Ingredients",500,"g",5.38213132400431
"2256","EM1079","T1","Wheat Offal","Crop Byproduct",47530,"g",511.625403659849
"2257","EM1079","T1","Cotton Seed Cake","Crop Byproduct",15840,"g",170.505920344456
"2258","EM1079","T1","Bone Ground","Animal Byproduct",2500,"g",26.9106566200215
"2259","EM1079","T1","Sorghum Grain","Crop Product",32120,"g",345.748116254037
"2260","EM1079","T1","Dicalcium Phosphate","Supplement",2500,"g",26.9106566200215
"2261","EM1079","T2","Groundnut Haulm","Crop Byproduct",33326.7,"g",356.435294117647
"2262","EM1079","T2","Wheat Offal","Crop Byproduct",31845.1,"g",340.589304812834
"2263","EM1079","T2","Dicalcium Phosphate","Supplement",1675,"g",17.9144385026738
"2264","EM1079","T2","Cotton Seed Cake","Crop Byproduct",10612.8,"g",113.505882352941
"2265","EM1079","T2","Bone Ground","Animal Byproduct",1675,"g",17.9144385026738
"2266","EM1079","T2","Sorghum Grain","Crop Product",21520.4,"g",230.164705882353
"2267","EM1079","T2","Salt","Other Ingredients",335,"g",3.58288770053476
"2268","EM1079","T3","Bone Ground","Animal Byproduct",1250,"g",13.8274336283186
"2269","EM1079","T3","Sorghum Grain","Crop Product",16060,"g",177.654867256637
"2270","EM1079","T3","Cotton Seed Cake","Crop Byproduct",7920,"g",87.6106194690265
"2271","EM1079","T3","Salt","Other Ingredients",250,"g",2.76548672566372
"2272","EM1079","T3","Dicalcium Phosphate","Supplement",1250,"g",13.8274336283186
"2273","EM1079","T3","Groundnut Haulm","Crop Byproduct",50495,"g",558.573008849557
"2274","EM1079","T3","Wheat Offal","Crop Byproduct",23765,"g",262.887168141593
"2275","EM1079","T4","Sorghum Grain","Crop Product",10599.6,"g",113.729613733906
"2276","EM1079","T4","Wheat Offal","Crop Byproduct",15684.9,"g",168.292918454936
"2277","EM1079","T4","Dicalcium Phosphate","Supplement",825,"g",8.8519313304721
"2278","EM1079","T4","Salt","Other Ingredients",165,"g",1.77038626609442
"2279","EM1079","T4","Groundnut Haulm","Crop Byproduct",67663.3,"g",726.001072961373
"2280","EM1079","T4","Cotton Seed Cake","Crop Byproduct",5227.2,"g",56.0858369098712
"2281","EM1079","T4","Bone Ground","Animal Byproduct",825,"g",8.8519313304721
"2282","EM1079","T5","Groundnut Haulm","Crop Byproduct",100990,"g",1083.58369098712
"2283","EM1082","Treatment T1","Wheat Straw","Crop Byproduct",324.27,"g",53.4155863409491
"2284","EM1082","Treatment T2","Effective Microbes Solution","Probiotic",6.096,"g",1
"2285","EM1082","Treatment T2","Wheat Straw Effective Microbes","Crop Byproduct",339.4,"g",55.6758530183727
"2286","EM1082","Treatment T3","Effective Microbes Solution","Probiotic",18.5082,"g",3
"2287","EM1082","Treatment T3","Wheat Straw Effective Microbes","Crop Byproduct",352.64,"g",57.1595292897202
"2288","EM1082","Treatment T4","Effective Microbes Solution","Probiotic",32.33,"g",5
"2289","EM1082","Treatment T4","Wheat Straw Effective Microbes","Crop Byproduct",378.2,"g",58.4905660377358
"2290","EM1084","Diet A","Soybean Ground","Crop Product",357.732,"g",3.138
"2291","EM1084","Diet A","Maize","Crop Product",1983.6,"g",17.4
"2292","EM1084","Diet A","Rice Bran","Crop Byproduct",1026,"g",9
"2293","EM1084","Diet A","Wheat Bran","Crop Byproduct",1053.36,"g",9.24
"2294","EM1084","Diet A","Cotton Seed Cake","Crop Byproduct",605.34,"g",5.31
"2295","EM1084","Diet A","Rice Straw","Crop Byproduct",1710,"g",15
"2296","EM1084","Diet A","Distillers Grain Dried","Crop Byproduct",582.768,"g",5.112
"2297","EM1084","Diet A","Unspecified Molasses","Crop Byproduct",1026,"g",9
"2298","EM1084","Diet A","Trifolium alexandrinum Dried","Forage Plants",2850,"g",25
"2299","EM1084","Diet B","Cotton Seed Cake","Crop Byproduct",1869.48,"g",16.2
"2300","EM1084","Diet B","Rice Bran","Crop Byproduct",692.4,"g",6
"2301","EM1084","Diet B","Wheat Bran","Crop Byproduct",1523.28,"g",13.2
"2302","EM1084","Diet B","Unspecified Molasses","Crop Byproduct",692.4,"g",6
"2303","EM1084","Diet B","Rice Straw","Crop Byproduct",1732,"g",15.0086655112652
"2304","EM1084","Diet B","Maize","Crop Product",1800.24,"g",15.6
"2305","EM1084","Diet B","Protected Fat","Ingredient source",138.48,"g",1.2
"2306","EM1084","Diet B","Trifolium alexandrinum Dried","Forage Plants",2880,"g",24.9566724436742
"2307","EM1084","Diet C","Soybean Ground","Crop Product",1105.92,"g",9.6
"2308","EM1084","Diet C","Rice Straw","Crop Byproduct",1728,"g",15
"2309","EM1084","Diet C","Trifolium alexandrinum Dried","Forage Plants",2880,"g",25
"2310","EM1084","Diet C","Maize","Crop Product",1797.12,"g",15.6
"2311","EM1084","Diet C","Wheat Bran","Crop Byproduct",345.6,"g",3
"2312","EM1084","Diet C","Unspecified Molasses","Crop Byproduct",1036.8,"g",9
"2313","EM1084","Diet C","Rice Bran","Crop Byproduct",2419.2,"g",21
"2314","EM1084","Diet D","Maize","Crop Product",1445.346,"g",12.6
"2315","EM1084","Diet D","Rice Bran","Crop Byproduct",1032.39,"g",9
"2316","EM1084","Diet D","Wheat Bran","Crop Byproduct",1376.52,"g",12
"2317","EM1084","Diet D","Distillers Grain Dried","Crop Byproduct",1789.476,"g",15.6
"2318","EM1084","Diet D","Trifolium alexandrinum Dried","Forage Plants",2868,"g",25.0021794089443
"2319","EM1084","Diet D","Rice Straw","Crop Byproduct",1721,"g",15.003051172522
"2320","EM1084","Diet D","Unspecified Molasses","Crop Byproduct",1032.39,"g",9
"2321","EM1085","Control","Soybean","Crop Product",90,"g",7.90166812993854
"2322","EM1085","Control","Wheat Bran","Crop Byproduct",67.5,"g",5.92625109745391
"2323","EM1085","Control","Oat Dried","Crop Byproduct",500,"g",43.8981562774363
"2324","EM1085","Control","Minerals and Vitamins Mix","Supplement",22.5,"g",1.97541703248464
"2325","EM1085","Control","Barley","Crop Product",570,"g",50.0438981562774
"2326","EM1085","Mconc","Minerals and Vitamins Mix","Supplement",10.5,"g",0.918635170603675
"2327","EM1085","Mconc","Barley","Crop Product",498,"g",43.5695538057743
