"","B.Code","A.Level.Name","diet_intake_kg","Source"
"1894","LM0349","CACT-MA",0.59217877094972,"feed_intake"
"1895","LM0349","Commercial Sheep Meal Diet",0.654748603351955,"feed_intake"
"1896","LM0351","Diet CAAS",0.7711,"feed_intake"
"1897","LM0351","Diet CCCS",0.8034,"feed_intake"
"1898","LM0351","Diet CLLS",0.8059,"feed_intake"
"1899","LM0351","Diet CMAS",0.7222,"feed_intake"
"1900","LM0351","PP Con",0.4919,"feed_intake"
"1901","LM0354","0% BYS",0.01266,"feed_intake"
"1902","LM0354","100% BYS",0.00675,"feed_intake"
"1903","LM0354","25% BYS",0.00992,"feed_intake"
"1904","LM0354","50% BYS",0.00926,"feed_intake"
"1905","LM0354","75% BYS",0.00772,"feed_intake"
"1906","NJ0003","0 g/kg CBLE",0.000655952380952381,"feed_intake"
"1907","NJ0003","10 g/kg CBLE",0.000858333333333333,"feed_intake"
"1908","NJ0003","15 g/kg CBLE",0.000848809523809524,"feed_intake"
"1909","NJ0003","5 g/kg CBLE",0.000736904761904762,"feed_intake"
"1910","NJ0008","100% DGH",0.728,"feed_intake"
"1911","NJ0008","100% NPH",0.65,"feed_intake"
"1912","NJ0008","25% NPH +75% DGH",0.716,"feed_intake"
"1913","NJ0008","50% NPH + 50% DGH",0.682,"feed_intake"
"1914","NJ0008","75% NPH +25% DGH",0.675,"feed_intake"
"1915","NJ0013","Group C",0.491,"feed_intake"
"1916","NJ0013","Group GH",0.589,"feed_intake"
"1917","NJ0013","Group OL",0.619,"feed_intake"
"1918","NJ0027","CM",0.10407,"feed_intake"
"1919","NJ0027","CMEnz",0.10564,"feed_intake"
"1920","NJ0027","CMEnzPh",0.10625,"feed_intake"
"1921","NJ0027","CMPh",0.10513,"feed_intake"
"1922","NJ0027","Control",0.10528,"feed_intake"
"1923","NJ0032","SB-0",0.5955,"feed_intake"
"1924","NJ0032","SB-10",0.59638,"feed_intake"
"1925","NJ0032","SB-15",0.59888,"feed_intake"
"1926","NJ0032","SB-20",0.58988,"feed_intake"
"1927","NJ0032","SB-5",0.59297,"feed_intake"
"1928","NJ0044","Control",0.5051,"feed_intake"
"1929","NJ0044","T2",0.6884,"feed_intake"
"1930","NJ0044","T3",0.8441,"feed_intake"
"1931","NJ0044","T4",0.9669,"feed_intake"
"1932","NJ0047","T1",0.109395348837209,"feed_intake"
"1933","NJ0047","T2",0.119488372093023,"feed_intake"
"1934","NJ0047","T3",0.0993023255813953,"feed_intake"
"1935","NJ0047","T4",0.0963720930232558,"feed_intake"
"1936","NJ0052","CON",1.2,"feed_intake"
"1937","NJ0052","HMC",1.1,"feed_intake"
"1938","NJ0052","LMC",1.3,"feed_intake"
"1939","NN0007","WS + Alfalfa hay",0.674463027978721,"feed_intake"
"1940","NN0007","WS + Blue wattle",0.622264801700939,"feed_intake"
"1941","NN0007","WS + Medic pods",0.648518492044353,"feed_intake"
"1942","NN0007","WS + Oldman saltbush",0.753825736604989,"feed_intake"
"1943","NN0007","WS(Urea +7) CON",0.579831986499886,"feed_intake"
"1944","NN0021","GH0",0.529,"feed_intake"
"1945","NN0021","GH200",0.685,"feed_intake"
"1946","NN0021","GH400",0.776,"feed_intake"
"1947","NN0021","GH600",0.955,"feed_intake"
"1948","NN0021","GHMB",0.976,"feed_intake"
"1949","NN0021","GHWB",1.09,"feed_intake"
"1950","NN0034","UNTS",0.326820067567177,"feed_intake"
"1951","NN0034","UNTS + CS",0.638598207338375,"feed_intake"
"1952","NN0034","UTS",0.329554963530082,"feed_intake"
"1953","NN0061","Combretum 60 min",0.348044872607633,"feed_intake"
"1954","NN0061","Ziziphus 120 min",0.408387017703693,"feed_intake"
"1955","NN0061","Ziziphus 60 min",0.357742717355214,"feed_intake"
"1956","NN0080","T1",0.501066120972621,"feed_intake"
"1957","NN0080","T2",0.637416186910258,"feed_intake"
"1958","NN0080","T3",0.496570683853601,"feed_intake"
"1959","NN0081","C",0.654749018724198,"feed_intake"
"1960","NN0081","OC-FB-0.25C",0.693998278702216,"feed_intake"
"1961","NN0081","OC-FB-0.5C",0.742167825038873,"feed_intake"
"1962","NN0081","TP-FB-0.25C",0.724327252321593,"feed_intake"
"1963","NN0081","TP-FB-0.5C",0.778740999109299,"feed_intake"
"1964","NN0083","Barley Concentrate CON",1.015,"feed_intake"
"1965","NN0083","Cactus Concentrate",0.906,"feed_intake"
"1966","NN0085","U0",0.00205433333333333,"feed_intake"
"1967","NN0085","U1",0.002005,"feed_intake"
"1968","NN0085","U2",0.001903,"feed_intake"
"1969","NN0085","U3",0.00207733333333333,"feed_intake"
"1970","NN0098","A 0 CON",0.01998,"feed_intake"
"1971","NN0098","A 10",0.01924,"feed_intake"
"1972","NN0098","A 20",0.01844,"feed_intake"
"1973","NN0098","A 30",0.01834,"feed_intake"
"1974","NN0101","B",0.1265,"feed_intake"
"1975","NN0101","B-PEG",0.1265,"feed_intake"
"1976","NN0106","B0",76.96,"feed_intake"
"1977","NN0106","B1",77.18,"feed_intake"
"1978","NN0106","B2",76.84,"feed_intake"
"1979","NN0106","B2",0.66463,"feed_intake"
"1980","NN0106","B3",76.3,"feed_intake"
"1981","NN0106","B3",0.65317,"feed_intake"
"1982","NN0106","B4",71.83,"feed_intake"
"1983","NN0106","B4",0.59117,"feed_intake"
"1984","NN0107.1","Green panic",7.2,"feed_intake"
"1985","NN0107.1","TIS-2532.OP.1.13",9,"feed_intake"
"1986","NN0107.1","TIS-8164",7.4,"feed_intake"
"1987","NN0107.1","TIS-87/007",8.1,"feed_intake"
"1988","NN0107.2","Base",0.524121776720892,"feed_intake"
"1989","NN0108","CON D NO PKM",0.051486,"feed_intake"
"1990","NN0108","Okomu PKM",0.059631,"feed_intake"
"1991","NN0108","Presco PKM",0.057651,"feed_intake"
"1992","NN0114","CTR",0.000114590476190476,"feed_intake"
"1993","NN0114","RSF15",0.000133333333333333,"feed_intake"
"1994","NN0114","RSF30",0.00011507619047619,"feed_intake"
"1995","NN0114","RSF45",7.63047619047619e-05,"feed_intake"
"1996","NN0114","RSM15",0.000123895238095238,"feed_intake"
"1997","NN0114","RSM30",0.000115047619047619,"feed_intake"
"1998","NN0114","RSM45",9.56380952380952e-05,"feed_intake"
"1999","NN0115","FM",0.0005109,"feed_intake"
"2000","NN0115","SF25",0.00050042,"feed_intake"
"2001","NN0115","SF50",0.00050435,"feed_intake"
"2002","NN0115","SF75",0.00052662,"feed_intake"
"2003","NN0115","SF75 + M",0.0005109,"feed_intake"
"2004","NN0118","0% Duckweed",0.00114,"feed_intake"
"2005","NN0118","10% Duckweed",0.0012,"feed_intake"
"2006","NN0118","100% Duckweed",6e-04,"feed_intake"
"2007","NN0118","20% Duckweed",0.0011,"feed_intake"
"2008","NN0118","30% Duckweed",0.001,"feed_intake"
"2009","NN0118","5% Duckweed",0.0012,"feed_intake"
"2010","NN0119.1","1",0.1009,"feed_intake"
"2011","NN0119.1","2",0.1012,"feed_intake"
"2012","NN0119.1","3",0.1012,"feed_intake"
"2013","NN0119.1","4",0.1014,"feed_intake"
"2014","NN0119.2","Diet 1 without TOLM",0.0379,"feed_intake"
"2015","NN0119.2","Diet 2 with 10% TOLM",0.039,"feed_intake"
"2016","NN0119.2","Diet 3 with 15% TOLM",0.038571,"feed_intake"
"2017","NN0119.2","Diet 4 with 20% TOLM",0.0394,"feed_intake"
"2018","NN0119.2","Diet 5 with 25% TOLM",0.0424,"feed_intake"
"2019","NN0119.2","Diet 6 with 30% TOLM",0.0438,"feed_intake"
"2020","NN0135","30% CASSAVA-S",1.49,"feed_intake"
"2021","NN0135","30% CASSAVA-U",1.42,"feed_intake"
"2022","NN0135","CON 30% MAIZE-BASED",1.63,"feed_intake"
"2023","NN0137.1","DGCM 0.05",2.863,"feed_intake"
"2024","NN0137.1","DGSM 0",2.798,"feed_intake"
"2025","NN0137.1","DGSM 0.1",2.848,"feed_intake"
"2026","NN0137.1","DGSM 0.15",2.867,"feed_intake"
"2027","NN0137.1","DGSM 0.2",2.844,"feed_intake"
"2028","NN0137.2","DGSM 0",4.107,"feed_intake"
"2029","NN0137.2","DGSM 2",4.285,"feed_intake"
"2030","NN0137.2","DGSM 4",3.942,"feed_intake"
"2031","NN0137.2","DGSM 6",3.855,"feed_intake"
"2032","NN0137.3","Control",4.34,"feed_intake"
"2033","NN0137.3","DGSM 1.5 Finisher",4.19,"feed_intake"
"2034","NN0137.4","DGSM 0",1.395,"feed_intake"
"2035","NN0137.4","DGSM 2",1.394,"feed_intake"
"2036","NN0137.4","DGSM 4",1.339,"feed_intake"
"2037","NN0137.4","DGSM 6",1.406,"feed_intake"
"2038","NN0155","CON 0% T 100% MAIZE",2.556,"feed_intake"
"2039","NN0155","DIET 2 67% MAIZE 33% T",2.423,"feed_intake"
"2040","NN0155","DIET 3 33% MAIZE 67% T",2.358,"feed_intake"
"2041","NN0156","Meal",2.376,"feed_intake"
"2042","NN0156","Whole-grain",2.19,"feed_intake"
"2043","NN0179","Diet 1",1.0169,"feed_intake"
"2044","NN0179","Diet 2",1.0869,"feed_intake"
"2045","NN0179","Diet 3",1.1694,"feed_intake"
"2046","NN0179","Diet 4",1.2376,"feed_intake"
"2047","NN0179","Diet 5",1.2142,"feed_intake"
"2048","NN0180.1","PW 100",1.05,"feed_intake"
"2049","NN0180.1","PW 25",1.183,"feed_intake"
"2050","NN0180.1","PW 50",1.344,"feed_intake"
"2051","NN0180.1","PW 75",0.877,"feed_intake"
"2052","NN0180.2","Control",1.4925,"feed_intake"
"2053","NN0180.2","DB",1.2813,"feed_intake"
"2054","NN0180.2","DB + PHS",1.0363,"feed_intake"
"2055","NN0188","Diet 0",12.55,"feed_intake"
"2056","NN0188","Diet 100",11.63,"feed_intake"
"2057","NN0188","Diet 33",12.26,"feed_intake"
"2058","NN0188","Diet 66",12.37,"feed_intake"
"2059","NN0189","No supplement",0,"feed_intake"
"2060","NN0191.2","1000g Goat",0.326708681899726,"feed_intake"
"2061","NN0191.2","1000g Sheep",0.368449343335866,"feed_intake"
"2062","NN0191.2","500g Goat",0.296875595133827,"feed_intake"
"2063","NN0191.2","500g Sheep",0.324020940189337,"feed_intake"
"2064","NN0191.2","Control Goat",0.220473787562621,"feed_intake"
"2065","NN0191.2","Control Sheep",0.253548300715533,"feed_intake"
"2066","NN0196","A. angustissima 15132",0.5386,"feed_intake"
"2067","NN0196","L. pallida 14203",0.6225,"feed_intake"
"2068","NN0196","S. sesban 1198",0.6042,"feed_intake"
"2069","NN0196","S. sesban 15019",0.613,"feed_intake"
"2070","NN0196","SS 1198 + AA 15132",0.6155,"feed_intake"
"2071","NN0196","SS 1198 + LP 14203",0.6535,"feed_intake"
"2072","NN0196","SS 15019 + AA 15132",0.6295,"feed_intake"
"2073","NN0196","SS 15019 + LP 14203",0.6205,"feed_intake"
"2074","NN0196","Wheat bran (control)",0.5705,"feed_intake"
"2075","NN0197","LAB (10.5g DM/kg LW)",0.5686,"feed_intake"
"2076","NN0197","LP1 (8.3g DM/kg LW)",0.5991,"feed_intake"
"2077","NN0197","LP2 (11g DM/kg LW)",0.6036,"feed_intake"
"2078","NN0197","LP3 (13.3g DM/kg LW)",0.6338,"feed_intake"
"2079","NN0197","SS1 (8.2g DM/kg LW)",0.5788,"feed_intake"
"2080","NN0197","SS2 (10.9g DM/kg LW)",0.6128,"feed_intake"
"2081","NN0197","SS3 (13.3g DM/kg LW)",0.6372,"feed_intake"
"2082","NN0198","CON T1",0.0475,"feed_intake"
"2083","NN0198","MLM T2",0.0544,"feed_intake"
"2084","NN0198","MLM T3",0.0553,"feed_intake"
"2085","NN0198","MLM T4",0.0595,"feed_intake"
"2086","NN0198","MLM T5",0.0617,"feed_intake"
"2087","NN0200","1RB:2NSM",0.6973,"feed_intake"
"2088","NN0200","2RB:1NSM",0.6903,"feed_intake"
"2089","NN0200","Control",0.6101,"feed_intake"
"2090","NN0200","NSM",0.702,"feed_intake"
"2091","NN0200","RB",0.7203,"feed_intake"
"2092","NN0201","Lablab, maize",0.701,"feed_intake"
"2093","NN0201","Lablab, no maize",0.759,"feed_intake"
"2094","NN0201","Sesbania, maize",0.84,"feed_intake"
"2095","NN0201","Sesbania, no maize",0.828,"feed_intake"
"2096","NN0202","CON",0.508,"feed_intake"
"2097","NN0202","CSC",0.733,"feed_intake"
"2098","NN0202","LEU",0.737,"feed_intake"
"2099","NN0202","SESE",0.74,"feed_intake"
"2100","NN0202","SESM",0.735,"feed_intake"
"2101","NN0202","SESME",0.761,"feed_intake"
"2102","NN0203","CON ATELLA",0.764,"feed_intake"
"2103","NN0203","T2 ATELLA+PL",0.714,"feed_intake"
"2104","NN0203","T3 ATELLA+CP",0.761,"feed_intake"
"2105","NN0203","T4 ATELLA+CP+PL",0.77,"feed_intake"
"2106","NN0204","Treated high",0.536,"feed_intake"
"2107","NN0204","Treated low",0.489,"feed_intake"
"2108","NN0204","Treated med",0.518,"feed_intake"
"2109","NN0204","Untreated high",0.493,"feed_intake"
"2110","NN0204","Untreated low",0.452,"feed_intake"
"2111","NN0204","Untreated med",0.502,"feed_intake"
"2112","NN0205","T1",0.55,"feed_intake"
"2113","NN0205","T2",0.596,"feed_intake"
"2114","NN0205","T3",0.675,"feed_intake"
"2115","NN0205","T4",0.69,"feed_intake"
"2116","NN0205","T5",0.689,"feed_intake"
"2117","NN0205","T6",0.431,"feed_intake"
"2118","NN0211","CON T1",0.482,"feed_intake"
"2119","NN0211","T2 LOW",0.5685,"feed_intake"
"2120","NN0211","T3 MEDIUM",0.5696,"feed_intake"
"2121","NN0211","T4 HIGH",0.6519,"feed_intake"
"2122","NN0212","1LSC:2WB",0.55025179344683,"feed_intake"
"2123","NN0212","2LSC:1WB",0.547604226705327,"feed_intake"
"2124","NN0212","Control",0.435896089160588,"feed_intake"
"2125","NN0212","LSC",0.570258324529085,"feed_intake"
"2126","NN0212","WB",0.569875609190297,"feed_intake"
"2127","NN0217","C0",0.685,"feed_intake"
"2128","NN0217","C20",0.815,"feed_intake"
"2129","NN0217","C40",0.879,"feed_intake"
"2130","NN0217","C60",0.907,"feed_intake"
"2131","NN0217","C80",0.726,"feed_intake"
"2132","NN0223","Goats diet",0.675,"feed_intake"
"2133","NN0223","Sheeps diet",0.81,"feed_intake"
"2134","NN0224","Maize I Hay 0",0.40373495735181,"feed_intake"
"2135","NN0224","Maize I Hay 150",0.488501820691909,"feed_intake"
"2136","NN0224","Maize I Hay 300",0.568025372897568,"feed_intake"
"2137","NN0224","Maize I Hay 450",0.56016040619591,"feed_intake"
"2138","NN0224","Maize II Hay 0",0.392374449893859,"feed_intake"
"2139","NN0224","Maize II Hay 150",0.457041953885274,"feed_intake"
"2140","NN0224","Maize II Hay 300",0.531322194956495,"feed_intake"
"2141","NN0224","Maize II Hay 450",0.588124732246252,"feed_intake"
"2142","NN0224","Maize III Hay 0",0.335571912604102,"feed_intake"
"2143","NN0224","Maize III Hay 150",0.46403303539786,"feed_intake"
"2144","NN0224","Maize III Hay 300",0.552295439494251,"feed_intake"
"2145","NN0224","Maize III Hay 450",0.591620273002544,"feed_intake"
"2146","NN0227","T1 Teff Straw",3.1,"feed_intake"
"2147","NN0227","T2 TS + WM",5.5,"feed_intake"
"2148","NN0227","T3 OV hay,  WT + CH, TS +CH",4.5,"feed_intake"
"2149","NN0227","T4 OV hay,  ML + CH, TS + CH",4.4,"feed_intake"
"2150","NN0229","Control Station",0.528,"feed_intake"
"2151","NN0229","Dry Khat Station",0.622,"feed_intake"
"2152","NN0229","Fresh Khat Station",0.649,"feed_intake"
"2153","NN0229","Silage Khat Station",0.639,"feed_intake"
"2154","NN0230","Carissa edulis  maizediet",0.427,"feed_intake"
"2155","NN0230","Carissa edulis diet",0.405,"feed_intake"
"2156","NN0230","Dichrostachys cinerea  maizediet",0.398,"feed_intake"
"2157","NN0230","Dichrostachys cinerea diet",0.329,"feed_intake"
"2158","NN0230","Faidherbia albida  maizediet",0.684,"feed_intake"
"2159","NN0230","Faidherbia albida diet",0.59,"feed_intake"
"2160","NN0230","Leucaena leucocephala  maizediet",0.687,"feed_intake"
"2161","NN0230","Leucaena leucocephala diet",0.578,"feed_intake"
"2162","NN0230","Medicago sativa diet",0.572,"feed_intake"
"2163","NN0230","Medicago sativa maize diet",0.692,"feed_intake"
"2164","NN0230","Sesbania sesban diet",0.625,"feed_intake"
"2165","NN0230","Sesbania sesban maizediet",0.654,"feed_intake"
"2166","NN0233","Diet 1",0.617875924714281,"feed_intake"
"2167","NN0233","Diet 2",0.695417656292616,"feed_intake"
"2168","NN0233","Diet 3",0.821009386023874,"feed_intake"
"2169","NN0233","Diet 4",0.681452381148962,"feed_intake"
"2170","NN0233","Diet 5",0.818032914410457,"feed_intake"
"2171","NN0233","Diet 6",0.798468055159975,"feed_intake"
"2172","NN0233","Diet 7",0.888487863921482,"feed_intake"
"2173","NN0234","T 2 74 LUPIN",0.8385,"feed_intake"
"2174","NN0234","T 3 147 LUPIN",0.7844,"feed_intake"
"2175","NN0234","T 4 219 LUPIN",0.8048,"feed_intake"
"2176","NN0234","T 5 LUPIN ONLY",0.7467,"feed_intake"
"2177","NN0236","T1",0.424,"feed_intake"
"2178","NN0236","T2",0.589,"feed_intake"
"2179","NN0236","T3",0.599,"feed_intake"
"2180","NN0236","T4",0.594,"feed_intake"
"2181","NN0236","T5",0.602,"feed_intake"
"2182","NN0251","C0N",0.3767,"feed_intake"
"2183","NN0251","T1 10",0.4441,"feed_intake"
"2184","NN0251","T2 20",0.5331,"feed_intake"
"2185","NN0251","T3 30",0.5197,"feed_intake"
"2186","NN0251","T4 40",0.5789,"feed_intake"
"2187","NN0255","T2 Napier (6 wecks) + 1.5 kg lucerne",6.4,"feed_intake"
"2188","NN0255","T3 Napier (12 weeks) + 0 kg lucerne",5.2,"feed_intake"
"2189","NN0255","T4 Napier(12 weeks) + 1.5 kg lucerne",6.1,"feed_intake"
"2190","NN0255","T5 Napier (12 weeks) +2.5 kg lucerne",7.5,"feed_intake"
"2191","NN0255","T6 Napier (12 wecks) +3.5 kg lucerne",7.8,"feed_intake"
"2192","NN0255","TI Napier (6 weeks) +0 kg lucerne",5.4,"feed_intake"
"2193","NN0272.1","Control",0.539,"feed_intake"
"2194","NN0272.1","SEP + SPV",0.534,"feed_intake"
"2195","NN0272.1","SEPD",0.226,"feed_intake"
"2196","NN0272.1","SPVD",0.755,"feed_intake"
"2197","NN0272.1.2","Control",0.539,"feed_intake"
"2198","NN0272.1.2","SEP + SPV",0.534,"feed_intake"
"2199","NN0272.1.2","SEPD",0.226,"feed_intake"
"2200","NN0272.1.2","SPVD",0.755,"feed_intake"
"2201","NN0272.2","CON",0.34,"feed_intake"
"2202","NN0272.2","T2 MIXED",0.353,"feed_intake"
"2203","NN0272.2","T3 SPV",0.292,"feed_intake"
"2204","NN0272.2","T4 SOLANUM",0.37,"feed_intake"
"2205","NN0279","12g Gliricidia",1.1966,"feed_intake"
"2206","NN0279","4g Gliricidia",1.0992,"feed_intake"
"2207","NN0279","8g Gliricidia",1.2142,"feed_intake"
"2208","NN0279","Og Gliricidia",1.107,"feed_intake"
"2209","NN0280.1","ML 1",9.8,"feed_intake"
"2210","NN0280.1","ML 2",11,"feed_intake"
"2211","NN0280.1","ML 3",10.7,"feed_intake"
"2212","NN0280.1","ML 4",10.3,"feed_intake"
"2213","NN0280.1","OV 1",9.7,"feed_intake"
"2214","NN0280.1","OV 2",10.2,"feed_intake"
"2215","NN0280.1","OV 3",11.6,"feed_intake"
"2216","NN0280.1","OV 4",11.2,"feed_intake"
"2217","NN0280.2","ML stover + lablab hay",9.3,"feed_intake"
"2218","NN0280.2","ML stover + lablab hay 1.25",10.5,"feed_intake"
"2219","NN0280.2","ML stover + lablab hay 2.5",11.2,"feed_intake"
"2220","NN0280.2","ML stover + lablab hay 3.75",11.4,"feed_intake"
"2221","NN0280.2","OV hay + lablab hay",10.4,"feed_intake"
"2222","NN0280.2","OV hay + lablab hay 1.25",10.6,"feed_intake"
"2223","NN0280.2","OV hay + lablab hay 2.5",11.2,"feed_intake"
"2224","NN0280.2","OV hay + lablab hay 3.75",12.1,"feed_intake"
"2225","NN0282","Maize bran T1",1.09,"feed_intake"
"2226","NN0282","Wheat bran T2",1.38,"feed_intake"
"2227","NN0282","Whole maize T3",0.7,"feed_intake"
"2228","NN0316","HC Diet",0.8927,"feed_intake"
"2229","NN0316","HCN diet",0.8965,"feed_intake"
"2230","NN0316","LC Diet",0.8271,"feed_intake"
"2231","NN0316","LCN Diet",0.8394,"feed_intake"
"2232","NN0318","Control",1.8,"feed_intake"
"2233","NN0318","High Glycerol",1.7,"feed_intake"
"2234","NN0318","Low Glycerol",1.8,"feed_intake"
"2235","NN0320","0-100",0.111309523809524,"feed_intake"
"2236","NN0320","100-0",0.141142857142857,"feed_intake"
"2237","NN0320","25-75",0.117261904761905,"feed_intake"
"2238","NN0320","50-50",0.115428571428571,"feed_intake"
"2239","NN0320","75-25",0.135190476190476,"feed_intake"
"2240","NN0321","0% BSOC",0.0159290476190476,"feed_intake"
"2241","NN0321","10% BSOC",0.0182814285714286,"feed_intake"
"2242","NN0321","15% BSOC",0.0169222222222222,"feed_intake"
"2243","NN0321","5% BSOC",0.0181844444444444,"feed_intake"
"2244","NN0322","CON MAIZE",0.11734,"feed_intake"
"2245","NN0322","CRM AND PKC (1:1)",0.10387,"feed_intake"
"2246","NN0322","FCP MIX 100",0.12272,"feed_intake"
"2247","NN0322","FCP MIX 25",0.12043,"feed_intake"
"2248","NN0322","FCP MIX 50",0.11457,"feed_intake"
"2249","NN0322","FCP MIX 75",0.12048,"feed_intake"
"2250","NN0325","0.5 Pumpkin Leaf",0.00265,"feed_intake"
"2251","NN0325","1 Pumpkin Leaf",0.00256,"feed_intake"
"2252","NN0325","1.5 Pumpkin Leaf",0.00257,"feed_intake"
"2253","NN0325","2 Pumpkin Leaf",0.00258,"feed_intake"
"2254","NN0325","Control",0.00248,"feed_intake"
"2255","NN0326","D1",0.003266,"feed_intake"
"2256","NN0326","D2",0.00328733333333333,"feed_intake"
"2257","NN0326","D3",0.00335,"feed_intake"
"2258","NN0326","D4",0.003314,"feed_intake"
"2259","NN0326","D5",0.003304,"feed_intake"
"2260","NN0329","Control diet",0.4348,"feed_intake"
"2261","NN0329","Diet 1 Barley Bran",0.663,"feed_intake"
"2262","NN0329","Diet 2 (2BB:1LSM)",0.7414,"feed_intake"
"2263","NN0329","Diet 3 (1BB:2LSM)",0.7533,"feed_intake"
"2264","NN0329","Diet 4 (Linseed Meal)",0.6952,"feed_intake"
"2265","NN0339.2","Commercial High Constant",9.344e-08,"feed_intake"
"2266","NN0339.2","Commercial High Phase",9.125e-08,"feed_intake"
"2267","NN0339.2","Commercial Low Constant",7.626e-08,"feed_intake"
"2268","NN0339.2","Control",7.25e-08,"feed_intake"
"2269","NN0339.2","Trout Silage High Constant",9.072e-08,"feed_intake"
"2270","NN0339.2","Trout Silage High Phase",8.68e-08,"feed_intake"
"2271","NN0339.2","Trout Silage Low Constant",7.626e-08,"feed_intake"
"2272","NN0345","T1 Pasture Hay",0.63,"feed_intake"
"2273","NN0345","T2 AG",0.91,"feed_intake"
"2274","NN0345","T3 PEG",1.06,"feed_intake"
"2275","NN0357","Control diet",2.077,"feed_intake"
"2276","NN0357","Diet 1",1.876,"feed_intake"
"2277","NN0357","Diet 2",1.983,"feed_intake"
"2278","NN0357","Diet 3",1.894,"feed_intake"
"2279","NN0358","JSM CON",0.000530952380952381,"feed_intake"
"2280","NN0358","LFJSM 25",0.000502857142857143,"feed_intake"
"2281","NN0358","LFJSM 50",0.000494166666666667,"feed_intake"
"2282","NN0358","LFJSM 75",0.000510714285714286,"feed_intake"
"2283","NN0358","PFJSM 25",0.000525833333333333,"feed_intake"
"2284","NN0358","PFJSM 50",0.000531428571428571,"feed_intake"
"2285","NN0358","PFJSM 75",0.000513095238095238,"feed_intake"
"2286","NN0359","CWC 10",0.00799,"feed_intake"
"2287","NN0359","CWC 20",0.0082,"feed_intake"
"2288","NN0359","CWC 30",0.00804,"feed_intake"
"2289","NN0359","CWC 40",0.00801,"feed_intake"
"2290","NN0359","Control",0.0081,"feed_intake"
"2291","NN0362","M0",0.7308,"feed_intake"
"2292","NN0362","M10",0.7928,"feed_intake"
"2293","NN0362","M15",0.8487,"feed_intake"
"2294","NN0362","M20",0.8011,"feed_intake"
"2295","NN0364","Control",0.7066,"feed_intake"
"2296","NN0364","SRS25",0.7061,"feed_intake"
"2297","NN0364","SRS45",0.6861,"feed_intake"
"2298","NN0366","Control Diet",0.801,"feed_intake"
"2299","NN0366","Flax Treatment Diet",0.785,"feed_intake"
"2300","NN0366","FlaxSoy Treatment Diet",0.782,"feed_intake"
"2301","NN0366","Soy Treatment Diet",0.777,"feed_intake"
"2302","NN0367","Diet1 Con",0.000425,"feed_intake"
"2303","NN0367","Diet2CUR50",0.000486,"feed_intake"
"2304","NN0367","Diet3CUR100",0.000456,"feed_intake"
"2305","NN0367","Diet4CUR150",0.000448,"feed_intake"
"2306","NN0367","Diet5CUR200",0.000441,"feed_intake"
"2307","NN0368","Control",0.751,"feed_intake"
"2308","NN0368","ME10",0.788,"feed_intake"
"2309","NN0368","ME20",0.808,"feed_intake"
"2310","NN0368","ME40",0.828,"feed_intake"
"2311","NN0372","Acacia S.",0.7704,"feed_intake"
"2312","NN0372","Hay Con",0.5974,"feed_intake"
"2313","NN0372","N.tree:Acacia S.",0.7275,"feed_intake"
"2314","NN0372","Neem tree",0.7057,"feed_intake"
"2315","NN0375","T1 Feed Addition",0.349,"feed_intake"
"2316","NN0375","T2 Feed Addition",0.554,"feed_intake"
"2317","NN0375","T2 Feed Substitution",0.554,"feed_intake"
"2318","NN0375","T3 Feed Addition",0.567,"feed_intake"
"2319","NN0375","T3 Feed Substitution",0.567,"feed_intake"
"2320","NN0375","T4 Feed Addition",0.505,"feed_intake"
"2321","NN0375","T4 Feed Substitution",0.505,"feed_intake"
"2322","NN0375","T5 Feed Addition",0.515,"feed_intake"
"2323","NN0375","T5 Feed Substitution",0.515,"feed_intake"
"2324","NN0377","T1 H Con Bundle2",0.49,"feed_intake"
"2325","NN0377","T1 H NC Bundle1",0.716,"feed_intake"
"2326","NN0377","T2 H NC Bundle1",0.739,"feed_intake"
"2327","NN0377","T2 H NC Bundle2",0.56,"feed_intake"
"2328","NN0377","T3 H NC Bundle1",0.741,"feed_intake"
"2329","NN0377","T4 H NC Con Bundle1",0.56,"feed_intake"
"2330","NN0380","D2",0.647647058823529,"feed_intake"
"2331","NN0380","D3",0.67,"feed_intake"
"2332","NN0380","D4",0.656470588235294,"feed_intake"
"2333","NN0380","D5",0.668235294117647,"feed_intake"
"2334","NN0394","AA",0.398,"feed_intake"
"2335","NN0394","AS",0.324,"feed_intake"
"2336","NN0394","DO",0.337,"feed_intake"
"2337","NN0394","PE",0.365,"feed_intake"
"2338","NN0394","PT",0.342,"feed_intake"
"2339","NN0394","TST",0.197,"feed_intake"
"2340","NN0396","0% Sorghum",0.04161,"feed_intake"
"2341","NN0396","100% Sorghum",0.04438,"feed_intake"
"2342","NN0396","25% Sorghum",0.0454,"feed_intake"
"2343","NN0396","50% Sorghum",0.04231,"feed_intake"
"2344","NN0396","75% Sorghum",0.04446,"feed_intake"
"2345","NN0399","Brachiaria grass",5.4,"feed_intake"
"2346","NN0399","Napier grass",4.3,"feed_intake"
"2347","NN0400","100% BSG",2.79,"feed_intake"
"2348","NN0400","25% BSG",3.81,"feed_intake"
"2349","NN0400","50% BSG",4.14,"feed_intake"
"2350","NN0400","75% BSG",3.84,"feed_intake"
"2351","NN0400","Control Diet",2.31,"feed_intake"
"2352","AG0018","BSM",1.04285714285714,"sum_ingredients"
"2353","AG0018","LLM",1.04285714285714,"sum_ingredients"
