"","X","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet","D.Item_raw"
"6422",6422,"NJ0047","T3","wheat offal","Crop Byproduct",7.94418604651162,"g",8,"Wheat Offal"
"6423",6423,"NJ0047","T4","siam weed leaves ground","Herbaceous Fodders",11.5646511627907,"g",12,"Siam Weed Leaves Ground"
"6424",6424,"NJ0047","T4","wheat offal","Crop Byproduct",2.89116279069767,"g",3,"Wheat Offal"
"6425",6425,"NJ0047","T4","maize grain","Crop Product",53.0046511627907,"g",55,"Maize Grain"
"6426",6426,"NJ0047","T4","soybean ground","Crop Product",22.6956279069767,"g",23.55,"Soybean Ground"
"6427",6427,"NJ0052","CON","sunflower oil","Crop Product",9.8,"g",0.7,"Sunflower Oil"
"6428",6428,"NJ0052","CON","sunflower oil","Crop Product",9.8,"g",0.7,"Sunflower Oil"
"6429",6429,"NJ0052","CON","lime","Non-ERA Feed",8.4,"g",0.6,"Lime"
"6430",6430,"NJ0052","CON","lime","Non-ERA Feed",8.4,"g",0.6,"Lime"
"6431",6431,"NJ0052","CON","lysine - hcl","Non-ERA Feed",5.6,"g",0.4,"Lysine - HCl"
"6432",6432,"NJ0052","CON","lysine - hcl","Non-ERA Feed",5.6,"g",0.4,"Lysine - HCl"
"6433",6433,"NJ0052","CON","maize ground","Crop Product",935.2,"g",66.8,"Maize Ground"
"6434",6434,"NJ0052","CON","maize ground","Crop Product",935.2,"g",66.8,"Maize Ground"
"6435",6435,"NJ0052","CON","monocalcium phosphate","Non-ERA Feed",22.4,"g",1.6,"Monocalcium Phosphate"
"6436",6436,"NJ0052","CON","monocalcium phosphate","Non-ERA Feed",22.4,"g",1.6,"Monocalcium Phosphate"
"6437",6437,"NJ0052","CON","salt","Non-ERA Feed",5.6,"g",0.4,"Salt"
"6438",6438,"NJ0052","CON","salt","Non-ERA Feed",5.6,"g",0.4,"Salt"
"6439",6439,"NJ0052","CON","soybean cake","Crop Byproduct",280,"g",20,"Soybean Cake"
"6440",6440,"NJ0052","CON","soybean cake","Crop Byproduct",280,"g",20,"Soybean Cake"
"6441",6441,"NJ0052","CON","soybean full fat cake","Crop Byproduct",98,"g",7,"Soybean Full Fat Cake"
"6442",6442,"NJ0052","CON","soybean full fat cake","Crop Byproduct",98,"g",7,"Soybean Full Fat Cake"
"6443",6443,"NJ0052","HMC","lime","Non-ERA Feed",5.2,"g",0.4,"Lime"
"6444",6444,"NJ0052","HMC","lime","Non-ERA Feed",5.2,"g",0.4,"Lime"
"6445",6445,"NJ0052","HMC","lysine - hcl","Non-ERA Feed",6.5,"g",0.5,"Lysine - HCl"
"6446",6446,"NJ0052","HMC","lysine - hcl","Non-ERA Feed",6.5,"g",0.5,"Lysine - HCl"
"6447",6447,"NJ0052","HMC","maize ground","Crop Product",516.1,"g",39.7,"Maize Ground"
"6448",6448,"NJ0052","HMC","maize ground","Crop Product",516.1,"g",39.7,"Maize Ground"
"6449",6449,"NJ0052","HMC","sunflower oil","Crop Product",26,"g",2,"Sunflower Oil"
"6450",6450,"NJ0052","HMC","sunflower oil","Crop Product",26,"g",2,"Sunflower Oil"
"6451",6451,"NJ0052","HMC","monocalcium phosphate","Non-ERA Feed",23.4,"g",1.8,"Monocalcium Phosphate"
"6452",6452,"NJ0052","HMC","monocalcium phosphate","Non-ERA Feed",23.4,"g",1.8,"Monocalcium Phosphate"
"6453",6453,"NJ0052","HMC","salt","Non-ERA Feed",3.9,"g",0.3,"Salt"
"6454",6454,"NJ0052","HMC","salt","Non-ERA Feed",3.9,"g",0.3,"Salt"
"6455",6455,"NJ0052","HMC","maize cob ensiled","Crop Byproduct",260,"g",20,"Maize Cob Ensiled"
"6456",6456,"NJ0052","HMC","maize cob ensiled","Crop Byproduct",260,"g",20,"Maize Cob Ensiled"
"6457",6457,"NJ0052","HMC","soybean cake","Crop Byproduct",226.2,"g",17.4,"Soybean Cake"
"6458",6458,"NJ0052","HMC","soybean cake","Crop Byproduct",226.2,"g",17.4,"Soybean Cake"
"6459",6459,"NJ0052","HMC","soybean full fat cake","Crop Byproduct",201.5,"g",15.5,"Soybean Full Fat Cake"
"6460",6460,"NJ0052","HMC","soybean full fat cake","Crop Byproduct",201.5,"g",15.5,"Soybean Full Fat Cake"
"6461",6461,"NJ0052","LMC","maize cob ensiled","Crop Byproduct",140,"g",10,"Maize Cob Ensiled"
"6462",6462,"NJ0052","LMC","maize cob ensiled","Crop Byproduct",140,"g",10,"Maize Cob Ensiled"
"6463",6463,"NJ0052","LMC","maize ground","Crop Product",736.4,"g",52.6,"Maize Ground"
"6464",6464,"NJ0052","LMC","maize ground","Crop Product",736.4,"g",52.6,"Maize Ground"
"6465",6465,"NJ0052","LMC","soybean cake","Crop Byproduct",257.6,"g",18.4,"Soybean Cake"
"6466",6466,"NJ0052","LMC","soybean cake","Crop Byproduct",257.6,"g",18.4,"Soybean Cake"
"6467",6467,"NJ0052","LMC","soybean full fat cake","Crop Byproduct",161,"g",11.5,"Soybean Full Fat Cake"
"6468",6468,"NJ0052","LMC","soybean full fat cake","Crop Byproduct",161,"g",11.5,"Soybean Full Fat Cake"
"6469",6469,"NJ0052","LMC","sunflower oil","Crop Product",28,"g",2,"Sunflower Oil"
"6470",6470,"NJ0052","LMC","sunflower oil","Crop Product",28,"g",2,"Sunflower Oil"
"6471",6471,"NJ0052","LMC","salt","Non-ERA Feed",4.2,"g",0.3,"Salt"
"6472",6472,"NJ0052","LMC","salt","Non-ERA Feed",4.2,"g",0.3,"Salt"
"6473",6473,"NJ0052","LMC","lysine - hcl","Non-ERA Feed",7,"g",0.5,"Lysine - HCl"
"6474",6474,"NJ0052","LMC","lysine - hcl","Non-ERA Feed",7,"g",0.5,"Lysine - HCl"
"6475",6475,"NJ0052","LMC","lime","Non-ERA Feed",7,"g",0.5,"Lime"
"6476",6476,"NJ0052","LMC","lime","Non-ERA Feed",7,"g",0.5,"Lime"
"6477",6477,"NJ0052","LMC","monocalcium phosphate","Non-ERA Feed",23.8,"g",1.7,"Monocalcium Phosphate"
"6478",6478,"NJ0052","LMC","monocalcium phosphate","Non-ERA Feed",23.8,"g",1.7,"Monocalcium Phosphate"
"6479",6479,"NN0005","0 M","barley ground","Crop Product",740,"g/kg",33.3333333333333,"Barley Ground"
"6480",6480,"NN0005","0 M","barley ground","Crop Product",740,"g/kg",33.3333333333333,"Barley Ground"
"6481",6481,"NN0005","0 M","barley ground","Crop Product",740,"g/kg",33.3333333333333,"Barley Ground"
"6482",6482,"NN0005","20 M","barley ground","Crop Product",540,"g/kg",24.3243243243243,"Barley Ground"
"6483",6483,"NN0005","20 M","barley ground","Crop Product",540,"g/kg",24.3243243243243,"Barley Ground"
"6484",6484,"NN0005","20 M","barley ground","Crop Product",540,"g/kg",24.3243243243243,"Barley Ground"
"6485",6485,"NN0005","20 M","sugar beet molasses","Crop Byproduct",200,"g/kg",9.00900900900901,"Sugar Beet Molasses"
"6486",6486,"NN0005","20 M","sugar beet molasses","Crop Byproduct",200,"g/kg",9.00900900900901,"Sugar Beet Molasses"
"6487",6487,"NN0005","20 M","sugar beet molasses","Crop Byproduct",200,"g/kg",9.00900900900901,"Sugar Beet Molasses"
"6488",6488,"NN0005","40 M","barley ground","Crop Product",340,"g/kg",15.3153153153153,"Barley Ground"
"6489",6489,"NN0005","40 M","barley ground","Crop Product",340,"g/kg",15.3153153153153,"Barley Ground"
"6490",6490,"NN0005","40 M","barley ground","Crop Product",340,"g/kg",15.3153153153153,"Barley Ground"
"6491",6491,"NN0005","40 M","sugar beet molasses","Crop Byproduct",400,"g/kg",18.018018018018,"Sugar Beet Molasses"
"6492",6492,"NN0005","40 M","sugar beet molasses","Crop Byproduct",400,"g/kg",18.018018018018,"Sugar Beet Molasses"
"6493",6493,"NN0005","40 M","sugar beet molasses","Crop Byproduct",400,"g/kg",18.018018018018,"Sugar Beet Molasses"
"6494",6494,"NN0005","60 M","barley ground","Crop Product",140,"g/kg",6.30630630630631,"Barley Ground"
"6495",6495,"NN0005","60 M","barley ground","Crop Product",140,"g/kg",6.30630630630631,"Barley Ground"
"6496",6496,"NN0005","60 M","barley ground","Crop Product",140,"g/kg",6.30630630630631,"Barley Ground"
"6497",6497,"NN0005","60 M","sugar beet molasses","Crop Byproduct",600,"g/kg",27.027027027027,"Sugar Beet Molasses"
"6498",6498,"NN0005","60 M","sugar beet molasses","Crop Byproduct",600,"g/kg",27.027027027027,"Sugar Beet Molasses"
"6499",6499,"NN0005","60 M","sugar beet molasses","Crop Byproduct",600,"g/kg",27.027027027027,"Sugar Beet Molasses"
"6500",6500,"NN0007","WS(Urea +7) CON","urea","Non-ERA Feed",7.82773181774846,"g",1.35,"Urea"
"6501",6501,"NN0007","WS(Urea +7) CON","sodium sulfate","Non-ERA Feed",0.753781582449851,"g",0.13,"Sodium Sulfate"
"6502",6502,"NN0021","GH200","groundnut haulm","Crop Byproduct",200,"g",29.1970802919708,"Groundnut Haulm"
"6503",6503,"NN0021","GH400","groundnut haulm","Crop Byproduct",400,"g",51.5463917525773,"Groundnut Haulm"
"6504",6504,"NN0021","GH600","groundnut haulm","Crop Byproduct",593,"g",62.0942408376963,"Groundnut Haulm"
"6505",6505,"NN0021","GHMB","millet offal","Crop Byproduct",99,"g",10.1434426229508,"Millet Bran"
"6506",6506,"NN0021","GHMB","groundnut haulm","Crop Byproduct",600,"g",61.4754098360656,"Groundnut Haulm"
"6507",6507,"NN0021","GHWB","wheat offal","Crop Byproduct",72,"g",6.60550458715596,"Wheat Bran"
"6508",6508,"NN0021","GHWB","groundnut haulm","Crop Byproduct",600,"g",55.045871559633,"Groundnut Haulm"
"6509",6509,"NN0022","150g/day","groundnut haulm","Crop Byproduct",150,"g",100,"Groundnut Haulm"
"6510",6510,"NN0022","300g/day","groundnut haulm","Crop Byproduct",300,"g",100,"Groundnut Haulm"
"6511",6511,"NN0022","450g/day","groundnut haulm","Crop Byproduct",450,"g",100,"Groundnut Haulm"
"6512",6512,"NN0034","UNTS + CS","cotton seed","Crop Byproduct",389.722674713997,"g",61.0278372591006,"Cotton Seed"
"6513",6513,"NN0080","T2","barley grain","Crop Product",400,"g",62.7533483168848,"Barley Grain"
"6514",6514,"NN0081","C","wheat offal","Crop Byproduct",166.666666666667,"g",25.4550464224327,"Wheat Bran"
"6515",6515,"NN0081","C","barley grain","Crop Product",333.333333333333,"g",50.9100928448652,"Barley Grain"
"6516",6516,"NN0081","OC-FB-0.25C","lime","Non-ERA Feed",55.5198622961773,"g",8,"Lime"
"6517",6517,"NN0081","OC-FB-0.25C","canola ground","Crop Byproduct",69.3998278702216,"g",10,"Canola Ground"
"6518",6518,"NN0081","OC-FB-0.25C","concentrate","Other Feed",125,"g",18.0115720508344,"Concentrate"
"6519",6519,"NN0081","OC-FB-0.25C","minerals and vitamins mix","Non-ERA Feed",6.93998278702216,"g",1,"Minerals and Vitamins Mix"
"6520",6520,"NN0081","OC-FB-0.25C","olive cake","Crop Byproduct",305.359242628975,"g",44,"Olive Cake"
"6521",6521,"NN0081","OC-FB-0.25C","urea","Non-ERA Feed",13.8799655740443,"g",2,"Urea"
"6522",6522,"NN0081","OC-FB-0.25C","wheat offal","Crop Byproduct",104.099741805332,"g",15,"Wheat Bran"
"6523",6523,"NN0081","OC-FB-0.25C","wheat ground","Crop Byproduct",104.099741805332,"g",15,"Wheat Ground"
"6524",6524,"NN0081","OC-FB-0.25C","salt","Non-ERA Feed",34.6999139351108,"g",5,"Salt"
"6525",6525,"NN0081","OC-FB-0.5C","salt","Non-ERA Feed",37.1083912519437,"g",5,"Salt"
"6526",6526,"NN0081","OC-FB-0.5C","lime","Non-ERA Feed",59.3734260031099,"g",8,"Lime"
"6527",6527,"NN0081","OC-FB-0.5C","minerals and vitamins mix","Non-ERA Feed",7.42167825038873,"g",1,"Minerals and Vitamins Mix"
"6528",6528,"NN0081","OC-FB-0.5C","olive cake","Crop Byproduct",326.553843017104,"g",44,"Olive Cake"
"6529",6529,"NN0081","OC-FB-0.5C","canola ground","Crop Byproduct",74.2167825038873,"g",10,"Canola Ground"
"6530",6530,"NN0081","OC-FB-0.5C","concentrate","Other Feed",250,"g",33.6851034989162,"Concentrate"
"6531",6531,"NN0081","OC-FB-0.5C","urea","Non-ERA Feed",14.8433565007775,"g",2,"Urea"
"6532",6532,"NN0081","OC-FB-0.5C","wheat ground","Crop Byproduct",111.325173755831,"g",15,"Wheat Ground"
"6533",6533,"NN0081","OC-FB-0.5C","wheat offal","Crop Byproduct",111.325173755831,"g",15,"Wheat Bran"
"6534",6534,"NN0081","TP-FB-0.25C","lime","Non-ERA Feed",86.9192702785911,"g",12,"Lime"
"6535",6535,"NN0081","TP-FB-0.25C","salt","Non-ERA Feed",36.2163626160796,"g",5,"Salt"
"6536",6536,"NN0081","TP-FB-0.25C","wheat offal","Crop Byproduct",246.271265789341,"g",34,"Wheat Bran"
"6537",6537,"NN0081","TP-FB-0.25C","minerals and vitamins mix","Non-ERA Feed",7.24327252321593,"g",1,"Minerals and Vitamins Mix"
"6538",6538,"NN0081","TP-FB-0.25C","concentrate","Other Feed",125,"g",17.2573929255531,"Concentrate"
"6539",6539,"NN0081","TP-FB-0.25C","tomato pulp","Crop Byproduct",347.677081114364,"g",48,"Tomato Pulp"
"6540",6540,"NN0081","TP-FB-0.5C","tomato pulp","Crop Byproduct",373.795679572463,"g",48,"Tomato Pulp"
"6541",6541,"NN0081","TP-FB-0.5C","lime","Non-ERA Feed",93.4489198931158,"g",12,"Lime"
"6542",6542,"NN0081","TP-FB-0.5C","minerals and vitamins mix","Non-ERA Feed",7.78740999109298,"g",1,"Minerals and Vitamins Mix"
"6543",6543,"NN0081","TP-FB-0.5C","concentrate","Other Feed",250,"g",32.1030997836178,"Concentrate"
"6544",6544,"NN0081","TP-FB-0.5C","wheat offal","Crop Byproduct",264.771939697161,"g",34,"Wheat Bran"
"6545",6545,"NN0081","TP-FB-0.5C","salt","Non-ERA Feed",38.9370499554649,"g",5,"Salt"
"6546",6546,"NN0083","Barley Concentrate CON","minerals and vitamins mix","Non-ERA Feed",7.5,"g",0.738916256157636,"Minerals and Vitamins Mix"
"6547",6547,"NN0083","Barley Concentrate CON","minerals and vitamins mix","Non-ERA Feed",7.5,"g",0.738916256157636,"Minerals and Vitamins Mix"
"6548",6548,"NN0083","Barley Concentrate CON","barley ground","Crop Product",232.5,"g",22.9064039408867,"Barley Ground"
"6549",6549,"NN0083","Barley Concentrate CON","barley ground","Crop Product",232.5,"g",22.9064039408867,"Barley Ground"
"6550",6550,"NN0083","Barley Concentrate CON","soybean ground","Crop Product",60,"g",5.91133004926108,"Soybean Ground"
"6551",6551,"NN0083","Barley Concentrate CON","soybean ground","Crop Product",60,"g",5.91133004926108,"Soybean Ground"
"6552",6552,"NN0085","U0","soybean ground","Crop Product",0.0308149999999999,"g",1.5,"Soybean Ground"
"6553",6553,"NN0085","U0","fish ground","Animal",0.00958688888888887,"g",0.466666666666667,"Fish Ground"
"6554",6554,"NN0085","U0","maize ground","Crop Product",0.0239672222222222,"g",1.16666666666667,"Maize Ground"
"6555",6555,"NN0085","U0","ulva rigida dried ground","Herbaceous Fodders",NA,NA,NA,"Ulva rigida Dried Ground"
"6556",6556,"NN0085","U1","ulva rigida dried ground","Herbaceous Fodders",0.00668333333333333,"g",0.333333333333333,"Ulva rigida Dried Ground"
"6557",6557,"NN0085","U1","fish ground","Animal",0.00935666666666667,"g",0.466666666666667,"Fish Ground"
"6558",6558,"NN0085","U1","soybean ground","Crop Product",0.0267333333333333,"g",1.33333333333333,"Soybean Ground"
"6559",6559,"NN0085","U1","maize ground","Crop Product",0.02005,"g",1,"Maize Ground"
"6560",6560,"NN0085","U2","maize ground","Crop Product",0.0158583333333333,"g",0.833333333333333,"Maize Ground"
"6561",6561,"NN0085","U2","ulva rigida dried ground","Herbaceous Fodders",0.0126866666666667,"g",0.666666666666667,"Ulva rigida Dried Ground"
"6562",6562,"NN0085","U2","fish ground","Animal",0.00888066666666667,"g",0.466666666666667,"Fish Ground"
"6563",6563,"NN0085","U2","soybean ground","Crop Product",0.0222016666666667,"g",1.16666666666667,"Soybean Ground"
"6564",6564,"NN0085","U3","fish ground","Animal",0.00969422222222221,"g",0.466666666666667,"Fish Ground"
"6565",6565,"NN0085","U3","maize ground","Crop Product",0.0138488888888889,"g",0.666666666666667,"Maize Ground"
"6566",6566,"NN0085","U3","ulva rigida dried ground","Herbaceous Fodders",0.0207733333333333,"g",1,"Ulva rigida Dried Ground"
"6567",6567,"NN0085","U3","soybean ground","Crop Product",0.0207733333333333,"g",1,"Soybean Ground"
"6568",6568,"NN0092.2","C130","concentrate","Other Feed",600,"g",100,"Concentrate"
"6569",6569,"NN0092.2","C260","concentrate","Other Feed",300,"g",100,"Concentrate"
"6570",6570,"NN0098","A 0 CON","fish ground","Animal",5.994,"g",30,"Fish Ground"
"6571",6571,"NN0098","A 10","tuna ground","Other Feed",1.924,"g",10,"Tuna Ground"
"6572",6572,"NN0098","A 10","fish ground","Animal",3.848,"g",20,"Fish Ground"
"6573",6573,"NN0098","A 20","tuna ground","Other Feed",3.688,"g",20,"Tuna Ground"
"6574",6574,"NN0098","A 20","fish ground","Animal",1.844,"g",10,"Fish Ground"
"6575",6575,"NN0101","B","salt","Non-ERA Feed",12.65,"g",10,"Salt"
"6576",6576,"NN0101","B","urea","Non-ERA Feed",6.325,"g",5,"Urea"
"6577",6577,"NN0101","B","cement","Non-ERA Feed",6.325,"g",5,"Cement"
"6578",6578,"NN0101","B","wheat offal","Crop Byproduct",74.635,"g",59,"Wheat Bran"
"6579",6579,"NN0101","B","sulphur","Non-ERA Feed",1.265,"g",1,"Sulphur"
"6580",6580,"NN0101","B","molasses","Crop Byproduct",12.65,"g",10,"Unspecified Molasses"
"6581",6581,"NN0101","B","calcium oxide","Non-ERA Feed",6.325,"g",5,"Calcium Oxide"
"6582",6582,"NN0101","B","calcium phosphate","Non-ERA Feed",6.325,"g",5,"Calcium Phosphate"
"6583",6583,"NN0101","B-PEG","calcium phosphate","Non-ERA Feed",6.325,"g",5,"Calcium Phosphate"
"6584",6584,"NN0101","B-PEG","calcium oxide","Non-ERA Feed",6.325,"g",5,"Calcium Oxide"
"6585",6585,"NN0101","B-PEG","sulphur","Non-ERA Feed",1.265,"g",1,"Sulphur"
"6586",6586,"NN0101","B-PEG","cement","Non-ERA Feed",6.325,"g",5,"Cement"
"6587",6587,"NN0101","B-PEG","polyethylene","Non-ERA Feed",22.77,"g",18,"Polyethylene"
"6588",6588,"NN0101","B-PEG","salt","Non-ERA Feed",12.65,"g",10,"Salt"
"6589",6589,"NN0101","B-PEG","molasses","Crop Byproduct",12.65,"g",10,"Unspecified Molasses"
"6590",6590,"NN0101","B-PEG","urea","Non-ERA Feed",6.325,"g",5,"Urea"
"6591",6591,"NN0101","B-PEG","wheat offal","Crop Byproduct",51.865,"g",41,"Wheat Bran"
"6592",6592,"NN0106","B0","brewers grain","Crop Byproduct",18085.6,"g",NA,"Brewers Grain"
"6593",6593,"NN0106","B0","bone ground","Other Feed",1924,"g",NA,"Bone Ground"
"6594",6594,"NN0106","B0","leucaena leucocephala leaves dried","Agroforestry Fodders",NA,NA,NA,"Leucaena leucocephala Leaves Dried"
"6595",6595,"NN0106","B0","oyster shells","Non-ERA Feed",384.8,"g",NA,"Oyster Shells"
"6596",6596,"NN0106","B0","biscuit waste dried ground","Crop Byproduct",NA,NA,NA,"Biscuit Waste Dried Ground"
"6597",6597,"NN0106","B0","salt","Non-ERA Feed",384.8,"g",NA,"Salt"
"6598",6598,"NN0106","B0","wheat offal","Crop Byproduct",23088,"g",NA,"Wheat Offal"
"6599",6599,"NN0106","B0","palm kernel cake","Crop Byproduct",7696,"g",NA,"Palm Kernel Cake"
"6600",6600,"NN0106","B0","minerals and vitamins mix","Non-ERA Feed",384.8,"g",NA,"Minerals and Vitamins Mix"
"6601",6601,"NN0106","B0","maize","Crop Product",25012,"g",NA,"Maize"
"6602",6602,"NN0106","B1","salt","Non-ERA Feed",385.9,"g",0.5,"Salt"
"6603",6603,"NN0106","B1","wheat offal","Crop Byproduct",11577,"g",15,"Wheat Offal"
"6604",6604,"NN0106","B1","minerals and vitamins mix","Non-ERA Feed",385.9,"g",0.5,"Minerals and Vitamins Mix"
"6605",6605,"NN0106","B1","leucaena leucocephala leaves dried","Agroforestry Fodders",11577,"g",15,"Leucaena leucocephala Leaves Dried"
"6606",6606,"NN0106","B1","maize","Crop Product",12541.75,"g",16.25,"Maize"
"6607",6607,"NN0106","B1","biscuit waste dried ground","Crop Byproduct",12541.75,"g",16.25,"Biscuit Waste Dried Ground"
"6608",6608,"NN0106","B1","oyster shells","Non-ERA Feed",385.9,"g",0.5,"Oyster Shells"
"6609",6609,"NN0106","B1","palm kernel cake","Crop Byproduct",7718,"g",10,"Palm Kernel Cake"
"6610",6610,"NN0106","B1","bone ground","Other Feed",1929.5,"g",2.5,"Bone Ground"
"6611",6611,"NN0106","B1","brewers grain","Crop Byproduct",18137.3,"g",23.5,"Brewers Grain"
"6612",6612,"NN0106","B2","maize","Crop Product",108.002375,"g",0.139349578212295,"Maize"
"6613",6613,"NN0106","B2","maize","Crop Product",108.002375,"g",16.25,"Maize"
"6614",6614,"NN0106","B2","minerals and vitamins mix","Non-ERA Feed",384.2,"g",0.495712320670391,"Minerals and Vitamins Mix"
"6615",6615,"NN0106","B2","minerals and vitamins mix","Non-ERA Feed",384.2,"g",57.8065991604351,"Minerals and Vitamins Mix"
"6616",6616,"NN0106","B2","oyster shells","Non-ERA Feed",3.32315,"g",0.00428767932960908,"Oyster Shells"
"6617",6617,"NN0106","B2","oyster shells","Non-ERA Feed",3.32315,"g",0.5,"Oyster Shells"
"6618",6618,"NN0106","B2","biscuit waste dried ground","Crop Byproduct",108.002375,"g",0.139349578212295,"Biscuit Waste Dried Ground"
"6619",6619,"NN0106","B2","biscuit waste dried ground","Crop Byproduct",108.002375,"g",16.25,"Biscuit Waste Dried Ground"
"6620",6620,"NN0106","B2","minerals and vitamins mix","Non-ERA Feed",3.32315,"g",0.00428767932960908,"Minerals and Vitamins Mix"
"6621",6621,"NN0106","B2","minerals and vitamins mix","Non-ERA Feed",3.32315,"g",0.5,"Minerals and Vitamins Mix"
"6622",6622,"NN0106","B2","oyster shells","Non-ERA Feed",384.2,"g",0.495712320670391,"Oyster Shells"
"6623",6623,"NN0106","B2","oyster shells","Non-ERA Feed",384.2,"g",57.8065991604351,"Oyster Shells"
"6624",6624,"NN0106","B2","salt","Non-ERA Feed",3.32315,"g",0.00428767932960908,"Salt"
"6625",6625,"NN0106","B2","salt","Non-ERA Feed",3.32315,"g",0.5,"Salt"
"6626",6626,"NN0106","B2","wheat offal","Crop Byproduct",11526,"g",14.8713696201117,"Wheat Offal"
"6627",6627,"NN0106","B2","wheat offal","Crop Byproduct",11526,"g",1734.19797481305,"Wheat Offal"
"6628",6628,"NN0106","B2","wheat offal","Crop Byproduct",99.6945,"g",0.128630379888272,"Wheat Offal"
