"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Item.Group","D.Item.AOM","AOM.Scientific.Name","Source","Units","T.Animals","D.Unit.Standard","Out.WG.Start","Out.WG.Unit","intake_source","ignore_for_balance","T.Name","T.Control"
"95","AG0087","Indirect boiling DF 1.5%","Sorghum Grain","Crop Product;from_pct_using_pred_archimede2014",0.0331026089942073,"kg","day","individual","Yes",NA,NA,"AOM_000657","Sorghum bicolor","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16592,"kg","original",FALSE,"Indirect boiling DF 1.5%","no"
"96","AG0087","Indirect boiling DF 1.5%","Antitoxins","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000122602255534101,"kg","day","individual","Yes",NA,"Base","AOM_000782",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16592,"kg","original",FALSE,"Indirect boiling DF 1.5%","no"
"97","AG0087","Indirect boiling DF 3.5%","Lime","Non-ERA Feed;from_pct_using_pred_archimede2014",0.00605861868485206,"kg","day","individual","Yes",NA,"Base","AOM_000760",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"98","AG0087","Indirect boiling DF 3.5%","Mixture","Non-ERA Feed;from_pct_using_pred_archimede2014",6.05861868485206e-05,"kg","day","individual","Yes",NA,"Base","AOM_000795",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"99","AG0087","Indirect boiling DF 3.5%","Groundnut Cake","Crop Byproduct;from_pct_using_pred_archimede2014",0.00727640104050732,"kg","day","individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"100","AG0087","Indirect boiling DF 3.5%","Sorghum Grain","Crop Product;from_pct_using_pred_archimede2014",0.0326983650421465,"kg","day","individual","Yes",NA,NA,"AOM_000657","Sorghum bicolor","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"101","AG0087","Indirect boiling DF 3.5%","Wheat Bran","Crop Byproduct;from_pct_using_pred_archimede2014",0.0109055136327337,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"102","AG0087","Indirect boiling DF 3.5%","Imported Concentrate","Other Feed;from_pct_using_pred_archimede2014",0.000908792802727808,"kg","day","individual","Yes",NA,NA,"AOM_000805",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"103","AG0087","Indirect boiling DF 3.5%","Lysine - HCl","Non-ERA Feed;from_pct_using_pred_archimede2014",6.05861868485206e-05,"kg","day","individual","Yes",NA,"Base","AOM_000740",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"104","AG0087","Indirect boiling DF 3.5%","Methionine","Non-ERA Feed;from_pct_using_pred_archimede2014",2.42344747394082e-05,"kg","day","individual","Yes",NA,"Base","AOM_001377",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"105","AG0087","Indirect boiling DF 3.5%","Fish Boiled Ground","Animal;from_pct_using_pred_archimede2014",0.00212051653969822,"kg","day","individual","Yes",NA,NA,"AOM_001098",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"106","AG0087","Indirect boiling DF 3.5%","Dicalcium Phosphate","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000151465467121301,"kg","day","individual","Yes",NA,"Base","AOM_000757",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"107","AG0087","Indirect boiling DF 3.5%","Antitoxins","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000121172373697041,"kg","day","individual","Yes",NA,"Base","AOM_000782",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",FALSE,"Indirect boiling DF 3.5%","no"
"108","AG0087","Indirect boiling DF 3.5%","Salt","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000181758560545562,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.15016,"kg","original",TRUE,"Indirect boiling DF 3.5%","no"
"109","AG0087","Indirect boiling DF 5%","Methionine","Non-ERA Feed;from_pct_using_pred_archimede2014",2.44785680509486e-05,"kg","day","individual","Yes",NA,"Base","AOM_001377",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"110","AG0087","Indirect boiling DF 5%","Lysine - HCl","Non-ERA Feed;from_pct_using_pred_archimede2014",6.11964201273714e-05,"kg","day","individual","Yes",NA,"Base","AOM_000740",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"111","AG0087","Indirect boiling DF 5%","Mixture","Non-ERA Feed;from_pct_using_pred_archimede2014",6.11964201273714e-05,"kg","day","individual","Yes",NA,"Base","AOM_000795",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"112","AG0087","Indirect boiling DF 5%","Lime","Non-ERA Feed;from_pct_using_pred_archimede2014",0.00611964201273714,"kg","day","individual","Yes",NA,"Base","AOM_000760",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"113","AG0087","Indirect boiling DF 5%","Fish Boiled Ground","Animal;from_pct_using_pred_archimede2014",0.00305982100636857,"kg","day","individual","Yes",NA,NA,"AOM_001098",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"114","AG0087","Indirect boiling DF 5%","Wheat Bran","Crop Byproduct;from_pct_using_pred_archimede2014",0.0110153556229269,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"115","AG0087","Indirect boiling DF 5%","Imported Concentrate","Other Feed;from_pct_using_pred_archimede2014",0.002141874704458,"kg","day","individual","Yes",NA,NA,"AOM_000805",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"116","AG0087","Indirect boiling DF 5%","Dicalcium Phosphate","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000152991050318429,"kg","day","individual","Yes",NA,"Base","AOM_000757",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"117","AG0087","Indirect boiling DF 5%","Groundnut Cake","Crop Byproduct;from_pct_using_pred_archimede2014",0.00734969005729731,"kg","day","individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"118","AG0087","Indirect boiling DF 5%","Sorghum Grain","Crop Product;from_pct_using_pred_archimede2014",0.0330460668687806,"kg","day","individual","Yes",NA,NA,"AOM_000657","Sorghum bicolor","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"119","AG0087","Indirect boiling DF 5%","Salt","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000183589260382114,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",TRUE,"Indirect boiling DF 5%","no"
"120","AG0087","Indirect boiling DF 5%","Antitoxins","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000122392840254743,"kg","day","individual","Yes",NA,"Base","AOM_000782",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.16361,"kg","original",FALSE,"Indirect boiling DF 5%","no"
"121","AG0087","Roasted DF 1.5%","Groundnut Cake","Crop Byproduct;from_pct_using_pred_archimede2014",0.00789167170217297,"kg","day","individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"122","AG0087","Roasted DF 1.5%","Wheat Bran","Crop Byproduct;from_pct_using_pred_archimede2014",0.0118276511772784,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"123","AG0087","Roasted DF 1.5%","Lysine - HCl","Non-ERA Feed;from_pct_using_pred_archimede2014",6.57091732071022e-05,"kg","day","individual","Yes",NA,"Base","AOM_000740",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"124","AG0087","Roasted DF 1.5%","Sorghum Grain","Crop Product;from_pct_using_pred_archimede2014",0.0354829535318352,"kg","day","individual","Yes",NA,NA,"AOM_000657","Sorghum bicolor","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"125","AG0087","Roasted DF 1.5%","Mixture","Non-ERA Feed;from_pct_using_pred_archimede2014",6.57091732071022e-05,"kg","day","individual","Yes",NA,"Base","AOM_000795",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"126","AG0087","Roasted DF 1.5%","Methionine","Non-ERA Feed;from_pct_using_pred_archimede2014",2.62836692828409e-05,"kg","day","individual","Yes",NA,"Base","AOM_001377",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"127","AG0087","Roasted DF 1.5%","Fish Ground Roasted","Animal;from_pct_using_pred_archimede2014",0.000985637598106533,"kg","day","individual","Yes",NA,NA,"AOM_001100",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"128","AG0087","Roasted DF 1.5%","Salt","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000197127519621307,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",TRUE,"Roasted DF 1.5%","no"
"129","AG0087","Roasted DF 1.5%","Imported Concentrate","Other Feed;from_pct_using_pred_archimede2014",0.00229982106224858,"kg","day","individual","Yes",NA,NA,"AOM_000805",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"130","AG0087","Roasted DF 1.5%","Lime","Non-ERA Feed;from_pct_using_pred_archimede2014",0.00657091732071022,"kg","day","individual","Yes",NA,"Base","AOM_000760",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"131","AG0087","Roasted DF 1.5%","Antitoxins","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000131418346414204,"kg","day","individual","Yes",NA,"Base","AOM_000782",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"132","AG0087","Roasted DF 1.5%","Dicalcium Phosphate","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000164272933017755,"kg","day","individual","Yes",NA,"Base","AOM_000757",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.26373,"kg","original",FALSE,"Roasted DF 1.5%","no"
"133","AG0087","Roasted DF 3.5%","Sorghum Grain","Crop Product;from_pct_using_pred_archimede2014",0.0358133236196788,"kg","day","individual","Yes",NA,NA,"AOM_000657","Sorghum bicolor","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"134","AG0087","Roasted DF 3.5%","Salt","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000198962908998216,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",TRUE,"Roasted DF 3.5%","no"
"135","AG0087","Roasted DF 3.5%","Methionine","Non-ERA Feed;from_pct_using_pred_archimede2014",2.65283878664287e-05,"kg","day","individual","Yes",NA,"Base","AOM_001377",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"136","AG0087","Roasted DF 3.5%","Dicalcium Phosphate","Non-ERA Feed;from_pct_using_pred_archimede2014",0.00016580242416518,"kg","day","individual","Yes",NA,"Base","AOM_000757",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"137","AG0087","Roasted DF 3.5%","Groundnut Cake","Crop Byproduct;from_pct_using_pred_archimede2014",0.00796514845689523,"kg","day","individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"138","AG0087","Roasted DF 3.5%","Wheat Bran","Crop Byproduct;from_pct_using_pred_archimede2014",0.0119377745398929,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"139","AG0087","Roasted DF 3.5%","Fish Ground Roasted","Animal;from_pct_using_pred_archimede2014",0.00232123393831251,"kg","day","individual","Yes",NA,NA,"AOM_001100",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"140","AG0087","Roasted DF 3.5%","Mixture","Non-ERA Feed;from_pct_using_pred_archimede2014",6.63209696660718e-05,"kg","day","individual","Yes",NA,"Base","AOM_000795",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"141","AG0087","Roasted DF 3.5%","Antitoxins","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000132641939332144,"kg","day","individual","Yes",NA,"Base","AOM_000782",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"142","AG0087","Roasted DF 3.5%","Lime","Non-ERA Feed;from_pct_using_pred_archimede2014",0.00663209696660718,"kg","day","individual","Yes",NA,"Base","AOM_000760",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"143","AG0087","Roasted DF 3.5%","Lysine - HCl","Non-ERA Feed;from_pct_using_pred_archimede2014",6.63209696660718e-05,"kg","day","individual","Yes",NA,"Base","AOM_000740",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"144","AG0087","Roasted DF 3.5%","Imported Concentrate","Other Feed;from_pct_using_pred_archimede2014",0.000994814544991078,"kg","day","individual","Yes",NA,NA,"AOM_000805",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.27739,"kg","original",FALSE,"Roasted DF 3.5%","no"
"145","AG0087","Roasted DF 5%","Fish Ground Roasted","Animal;from_pct_using_pred_archimede2014",0.00332437110942769,"kg","day","individual","Yes",NA,NA,"AOM_001100",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"146","AG0087","Roasted DF 5%","Groundnut Cake","Crop Byproduct;from_pct_using_pred_archimede2014",0.0079851394048453,"kg","day","individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"147","AG0087","Roasted DF 5%","Salt","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000199462266565661,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",TRUE,"Roasted DF 5%","no"
"148","AG0087","Roasted DF 5%","Sorghum Grain","Crop Product;from_pct_using_pred_archimede2014",0.035903207981819,"kg","day","individual","Yes",NA,NA,"AOM_000657","Sorghum bicolor","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"149","AG0087","Roasted DF 5%","Dicalcium Phosphate","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000166218555471384,"kg","day","individual","Yes",NA,"Base","AOM_000757",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"150","AG0087","Roasted DF 5%","Antitoxins","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000132974844377107,"kg","day","individual","Yes",NA,"Base","AOM_000782",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"151","AG0087","Roasted DF 5%","Mixture","Non-ERA Feed;from_pct_using_pred_archimede2014",6.64874221885537e-05,"kg","day","individual","Yes",NA,"Base","AOM_000795",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"152","AG0087","Roasted DF 5%","Lysine - HCl","Non-ERA Feed;from_pct_using_pred_archimede2014",6.64874221885537e-05,"kg","day","individual","Yes",NA,"Base","AOM_000740",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"153","AG0087","Roasted DF 5%","Lime","Non-ERA Feed;from_pct_using_pred_archimede2014",0.00664874221885537,"kg","day","individual","Yes",NA,"Base","AOM_000760",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"154","AG0087","Roasted DF 5%","Wheat Bran","Crop Byproduct;from_pct_using_pred_archimede2014",0.0119677359939397,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"155","AG0087","Roasted DF 5%","Methionine","Non-ERA Feed;from_pct_using_pred_archimede2014",2.65949688754215e-05,"kg","day","individual","Yes",NA,"Base","AOM_001377",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.28111,"kg","original",FALSE,"Roasted DF 5%","no"
"156","AG0087","Sun dried DF 1.5%","Fish Dried Ground","Animal;from_pct_using_pred_archimede2014",0.000946714102771311,"kg","day","individual","Yes",NA,NA,"AOM_001101",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.20602,"kg","original",FALSE,"Sun dried DF 1.5%","no"
"157","AG0087","Sun dried DF 1.5%","Dicalcium Phosphate","Non-ERA Feed;from_pct_using_pred_archimede2014",0.000157785683795219,"kg","day","individual","Yes",NA,"Base","AOM_000757",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",1.20602,"kg","original",FALSE,"Sun dried DF 1.5%","no"
"158","AG0087","Sun dried DF 1.5%","Groundnut Cake","Crop Byproduct;from_pct_using_pred_archimede2014",0.0075800242495223,"kg","day","individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.20602,"kg","original",FALSE,"Sun dried DF 1.5%","no"
"159","AG0087","Sun dried DF 1.5%","Sorghum Grain","Crop Product;from_pct_using_pred_archimede2014",0.0340817076997672,"kg","day","individual","Yes",NA,NA,"AOM_000657","Sorghum bicolor","livestock","% Diet;NA;individual",10,"% Diet NA individual",1.20602,"kg","original",FALSE,"Sun dried DF 1.5%","no"
